Citation	Subject	Subject Label	Predicate	Object	Object Label	Qualifier	Subject Qualifier	Subject Extension	Object Extension	Count
29759592	glycosylation study		TREATS	isolated and late severe liver involvement		MONDO:0014789		glycosylation study		1
29759592	glycosylation study		TREATS	HP:0003124	hypercholesterolemia	MONDO:0014789		glycosylation study		1
29759592	glycosylation study		TREATS	HP:0003155	elevated alkaline phosphatases	MONDO:0014789		glycosylation study		1
29759592	glycosylation study		TREATS	defects in copper metabolism		MONDO:0014789		glycosylation study		1
31611120	Splenectomy with distal pancreatectomy		TREATS	giant splenic artery aneurysms		MONDO:0010200				1
31611120	Living donor liver transplantation		TREATS	decompensated liver cirrhosis		MONDO:0010200				1
31611120	Emergency interventional radiology		TREATS	postoperative rupture of the aneurysm in the left renal artery		Wilson Disease				1
28836933	Decompressive craniotomy		TREATS	HP:0001342	Intracerebral hemorrhage	MONDO:0013792				1
28836933	Hematoma drainage		TREATS	HP:0001342	Intracerebral hemorrhage	MONDO:0013792				1
28836933	Catheter placement		TREATS	HP:0001342	Intracerebral hemorrhage	MONDO:0013792				1
28836933	Cranial magnetic resonance imaging		IDENTIFIES	Lesions consistent with embolic infarction		MONDO:0013792				1
28836933	Computerized tomography examinations		IDENTIFIES	Intracerebral hemorrhage		Intracerebral Hemorrhage		Computerized tomography examinations		1
33547549	Diagnosis		TREATS	Copper accumulation in the brain and liver		MONDO:0010200		artificial intelligence		1
33547549	Diagnosis		TREATS	HP:0030890	White matter hyperintensity	MONDO:0010200		artificial intelligence		1
31113589	treatment		TREATS	hyperacute liver failure		MONDO:0010200	none	CHEBI:7959	none	1
31113589	treatment		TREATS	HP:0006554	Acute Liver Failure	MONDO:0010200		CHEBI:7959		1
31113589	MAXO:0001175	liver transplantation	TREATS	hyperacute liver failure		MONDO:0010200				1
31113589	Prometheus therapy		TREATS	HP:0006554	Acute Liver Failure	MONDO:0010200		Prometheus therapy		1
30452922	activation of autophagy		TREATS	apoptosis		MONDO:0010200		spautin-1	copper-induced	1
30452922	pharmacologic inhibitors		PREVENTS	autophagy activation		MONDO:0010200		pharmacologic inhibitors of autophagy	autophagy activation	1
30452922	knockdown		PREVENTS	autophagy activation		MONDO:0010200	autophagy proteins	ATG7 and ATG13	autophagy activation	1
30452922	RNA-seq		DETECTS	gene expression changes		MONDO:0010200				1
30452922	spectroscopy		DETECTS	copper accumulation		MONDO:0010200				1
35443488	MAXO:0000376	Liver biopsy	TREATS	HP:0001395	Liver fibrosis	MONDO:0013209				1
35443488	Ultrasound abdomen		TREATS	HP:0001395	Liver fibrosis	MONDO:0013209				1
35443488	Novel Fibrosis Index (NFI) calculation		TREATS	Liver fibrosis		MONDO:0013209		Novel Fibrosis Index calculation		1
35443488	Fibroscan		TREATS	Liver fibrosis		MONDO:0013209		402 fibrosis stage assessment		1
35443488	Transient elastography		TREATS	HP:0001395	Liver fibrosis	MONDO:0013209				1
35443488	Use of ROC curves		TREATS	HP:0001395	Liver fibrosis	MONDO:0013209		ROC curves		1
31167735	MAXO:0000376	liver biopsy	TREATS	Metastatic cholangiocarcinoma		patient				1
28578978	Treatment with d-penicillamine		TREATS	Wilson disease						1
28578978	Treatment		TREATS	Wilson disease				CHEBI:27363		1
28578978	Treatment		TREATS	Wilson disease			with	CHEBI:39501		1
28578978	MAXO:0001175	liver transplantation	TREATS	HP:0001399	Liver failure	MONDO:0010200				1
30691663	Brain magnetic resonance spectroscopy		DETECTS	increased signal intensity in the basal ganglia		MONDO:0010200				1
30691663	Examination		DETECTS	early neurological changes		Wilson's disease		1.5 T MRI scanner		1
30691663	Measurement of N-acetyl aspartate, choline, and creatine spectra		DETECTS	significant decrease in NAA, Cho, Cr		MONDO:0010200		N-acetyl aspartate, Choline, Creatine	significant decrease in NAA, Cho, Cr	1
30691663	Comparison of metabolite ratios		DETECTS	significant decrease in metabolite ratios		Wilson's disease		metabolite ratios (NAA/Cho, NAA/Cr, Cho/Cr)		1
31077787	use for lens densitometry		TREATS	increased lens densitometry values		MONDO:0010200		Pentacam HR imaging system		1
31077787	use for corneal densitometry		TREATS	increased corneal densitometry values		MONDO:0010200		Pentacam HR imaging system		1
31077787	copper accumulation		PREVENTS	decreased corneal and lens clarity		MONDO:0010200				1
31582009	Initial Lab Testing		TREATS	HP:0008282	Indirect hyperbilirubinemia	MONDO:0005154				1
31582009	Initial Lab Testing		TREATS	HP:0002088	Lung disease	MONDO:0005154				1
31582009	Initial Lab Testing		TREATS	Neurologic disease		MONDO:0005154				1
31582009	Initial Lab Testing		TREATS	HP:0001396	Cholestasis	MONDO:0005154				1
31582009	Management		TREATS	HP:0008282	Indirect hyperbilirubinemia	MONDO:0005154				1
31582009	Management		TREATS	HP:0002088	Lung disease	MONDO:0005154				1
31582009	Management		TREATS	Neurologic disease		MONDO:0005154				1
31582009	Management		TREATS	HP:0001396	Cholestasis	MONDO:0005154				1
34934154	Metallothionein immunohistochemistry		TREATS	protean clinical presentations		MONDO:0010200				1
34934154	copper staining		TREATS	protean clinical presentations		MONDO:0010200		copper staining		1
34934154	quantitative copper assays		TREATS	protean clinical presentations		MONDO:0010200	quantitative	copper assays		1
30028785	Diagnosis of ALF-CLD		TREATS	Raised transaminases		Chronic Liver Disease presenting as Acute Liver Failure in Childhood				1
30028785	Diagnosis of ALF-CLD		TREATS	International Normal Ratio >=2.0		Chronic Liver Disease presenting as Acute Liver Failure in Childhood				1
30028785	Diagnosis of ALF-CLD		TREATS	HP:0001744	Splenomegaly	Chronic Liver Disease presenting as Acute Liver Failure in Childhood				1
30028785	Diagnosis of ALF-CLD		TREATS	HP:0001541	Ascites	Chronic Liver Disease presenting as Acute Liver Failure in Childhood				1
30028785	Diagnosis of ALF-CLD		TREATS	Cirrhosis		Chronic Liver Disease				1
30028785	OVERDOSE		TREATS	HP:0006554	Acute Liver Failure	Chronic Liver Disease		CHEBI:46195		1
36872503	transcranial magnetic stimulation		TREATS	HP:0012896	abnormal motor evoked potentials (MEPs)	MONDO:0010200				1
36872503	treatment introduction		TREATS	HP:0012896	abnormal motor evoked potentials (MEPs)	MONDO:0010200		CHEBI:35176		1
37121747	family screening tests		PREVENTS	persistent liver dysfunction		Wilson Disease				1
37121747	annual medical checkup		PREVENTS	HP:0001410	liver dysfunction	MONDO:0010200				1
37121747	MAXO:0000376	Liver biopsy	TREATS	HP:0001410	liver dysfunction	MONDO:0010200				1
37121747	MAXO:0000127	Genetic testing	TREATS	HP:0001410	liver dysfunction	MONDO:0010200				1
37121747	chelation therapy		TREATS	HP:0001397	Liver steatosis	MONDO:0010200				1
34666712	Treatment		TREATS	abnormal copper metabolism		MONDO:0010200	oral	CHEBI:50868		1
34666712	MAXO:0001298	therapy	TREATS	abnormal copper metabolism		MONDO:0010200		CHEBI:35176		1
34666712	MAXO:0001298	therapy	TREATS	nephritis-range proteinuria		MONDO:0010200		CHEBI:6541		1
34666712	Treatment		TREATS	HP:0001394	Cirrhosis	MONDO:0010200	oral	CHEBI:50868		1
32539308	Multigene Panel Testing		PREVENTS	Late Diagnosis		Wilson Disease		Multigene Panel Testing		1
37226184	diagnosis		TREATS	symptoms and manifestations		MONDO:0010200		Leipzig score algorithm	variable	1
37226184	routine monitoring biannually		PREVENTS	worsening of variable symptoms and manifestations		MONDO:0010200				1
37226184	MAXO:0001175	liver transplantation	TREATS	severe cases		MONDO:0010200				1
29325287	Diagnostic scoring system		ASSESSES	Wilson's disease						1
29325287	Liver function tests		DETECT	chronic liver disease signs		MONDO:0010200				1
29325287	Coombs-negative hemolytic anemia diagnosis		DETECTS	HP:0001878	hemolytic anemia	MONDO:0010200				1
29325287	MAXO:0001181	Serum alkaline phosphatase measurement	DETECTS	subnormal serum alkaline phosphatase		MONDO:0010200				1
29325287	Kayser-Fleischer rings observation		IDENTIFIES	HP:0200032	Kayser-Fleischer rings	MONDO:0010200				1
29325287	Serum ceruloplasmin level measurement		DETECTS	low serum ceruloplasmin level		Wilson's disease		ceruloplasmin	ceruloplasmin	1
29325287	24-hour urinary copper excretion test		DETECTS	high 24-hour urinary copper excretion		MONDO:0010200				1
29325287	Penicillamine challenge test		DETECTS	urinary copper excretion		MONDO:0010200	with Penicillamine	CHEBI:50868	high	1
29325287	Hepatic copper determination		DETECTS	Wilson's disease						1
29325287	Direct complete DNA sequencing		IDENTIFIES	mutations		Wilson's disease		DNA sequencing	mutations	1
34857647	Chelation		TREATS	copper toxicity		MONDO:0010200				1
34857647	Copper affinity		PREVENTS	Blood-brain barrier damage		MONDO:0010200	with ALXN1840	ALXN1840		1
34857647	Protein embedding		PREVENTS	Blood-brain barrier damage		MONDO:0010200	with ALXN1840	ALXN1840		1
34857647	Mitochondrial protection		PREVENTS	Blood-brain barrier damage		MONDO:0010200		Mitochondrial protection		1
34857647	Chelation		TREATS	copper toxicity		MONDO:0010200	with DPA	CHEBI:34936		1
34857647	Chelation		PREVENTS	Neurological deterioration		MONDO:0010200	with ALXN1840	ALXN1840		1
37491953	Withdrawal of metal chelating agent therapy		TREATS	Aggravation of clinical symptoms		MONDO:0010200		metal chelating agent		1
37491953	Treatment		TREATS	Neurological symptoms aggravation		MONDO:0010200		metal chelating agent		1
37491953	Treatment		TREATS	Increased liver injury		MONDO:0010200		metal chelating agent		1
37491953	Treatment		TREATS	Increased metal deposition		MONDO:0010200	with Metal chelating agent	Metal chelating agent		1
37491953	Treatment with metal chelating agent		TREATS	New nerve injury		MONDO:0010200		Metal chelating agent		1
32485301	Biochemical assays		TREATS	hepatic features		MONDO:0010200	with ceruloplasmin	ceruloplasmin		1
32485301	Biochemical assays		TREATS	neurologic features		MONDO:0010200	with copper	CHEBI:28694		1
32485301	diagnosis		TREATS	neurologic features		Wilson's disease		Kayser-Fleischer rings		1
32485301	MAXO:0000127	Genetic testing	TREATS	hepatic features		MONDO:0010200				1
32485301	MAXO:0000127	Genetic testing	TREATS	neurologic features		MONDO:0010200				1
32485301	MAXO:0000127	Genetic testing	TREATS	osteomuscular features		MONDO:0010200				1
32485301	MAXO:0000127	Genetic testing	TREATS	psychiatric symptoms		MONDO:0010200				1
32485301	serum level of ceruloplasmin measurement		TREATS	hepatic features		MONDO:0010200				1
32485301	serum level of ceruloplasmin measurement		TREATS	neurologic features		MONDO:0010200		ceruloplasmin		1
32485301	24-hour urinary copper excretion measurement		TREATS	hepatic features		MONDO:0010200				1
32485301	24-hour urinary copper excretion measurement		TREATS	neurologic features		Wilson's disease		24-hour urinary copper excretion measurement		1
32485301	MRI		TREATS	neurologic features		MONDO:0010200				1
33275389	Diagnostic workup		TREATS	HP:0100754	Mania	MONDO:0010200				1
33275389	Diagnostic workup		PREVENTS	misdiagnosis		MONDO:0010200				1
33275389	Management of Wilson disease		TREATS	Hepatic abnormalities		MONDO:0010200	with Ceruloplasmin	Ceruloplasmin		1
33275389	Management of Wilson disease		TREATS	Neurological symptoms		Wilson disease		Wilson disease		1
33275389	Management of Wilson disease		TREATS	Psychiatric symptoms		MONDO:0010200				1
32804913	Plasma exchange		TREATS	hemolysis		Fulminant Wilson Disease				1
32804913	Plasma exchange		TREATS	fulminant liver failure		Fulminant Wilson Disease		Plasma exchange		1
32804913	Chelation therapy		TREATS	symptoms		Fulminant Wilson Disease	with D-penicillamine	CHEBI:7959		1
32060651	Treatment		TREATS	neurological symptoms		MONDO:0010200		CHEBI:34936		1
32060651	Treatment		TREATS	neurological symptoms		MONDO:0010200		DMPS and DMSA		1
32060651	Susceptibility-weighted imaging (SWI) examination		DETECTS	abnormal CP values in the pallidum and substantia nigra		MONDO:0010200				1
32060651	Liver function tests		MONITOR	Wilson disease						1
32060651	Treatment		REDUCES	HP:0010836	Abnormal copper levels	MONDO:0010200		CHEBI:34936		1
32060651	Treatment		REDUCES	abnormal copper levels		Wilson disease		DMPS and DMSA	abnormal copper levels	1
31277686	Lifelong pharmacotherapy		TREATS	Hepatic manifestations		MONDO:0010200	Lifelong	pharmacotherapy		1
31277686	Lifelong pharmacotherapy		TREATS	Neurological manifestations		MONDO:0010200		pharmacotherapy		1
31277686	Lifelong pharmacotherapy		TREATS	Psychiatric manifestations		MONDO:0010200				1
31277686	Treatment persistence monitoring		PREVENTS	negative impact on education level and work ability		MONDO:0010200				1
29274796	multidisciplinary closer follow-up		TREATS	non-compliance		MONDO:0010200				1
29274796	treatment		TREATS	non-compliance		MONDO:0010200				1
29274796	questionnaire evaluation		TREATS	non-compliance		Wilson's disease				1
29274796	self-questionnaire collection		TREATS	non-compliance		MONDO:0010200				1
29274796	analysis		TREATS	non-compliance		Wilson's disease		analogic scales		1
29274796	Beck Depression Inventory		TREATS	depressive symptoms		MONDO:0010200				1
29274796	phone call interview		TREATS	non-compliance		MONDO:0010200				1
29274796	treatment		PREVENTS	neurological disorders		MONDO:0010200				1
33275388	Diagnostic workup		TREATS	hepatic symptoms		MONDO:0010200				1
33275388	Diagnostic workup		TREATS	neurological symptoms		Wilson Disease				1
33275388	Diagnostic workup		TREATS	psychiatric symptoms		MONDO:0010200				1
33275388	Diagnostic workup		TREATS	new onset of mania		MONDO:0010200	with	Ceruloplasmin		1
33275388	Magnetic resonance imaging		PREVENTS	misdiagnosis		MONDO:0010200				1
33275388	Ophthalmological and hepatic abnormalities evaluation		TREATS	hepatic symptoms		MONDO:0010200				1
33275388	Copper studies		TREATS	hepatic symptoms		MONDO:0010200				1
33275388	studies		TREATS	neurological symptoms		MONDO:0010200		CHEBI:28694		1
33275388	Copper studies		TREATS	psychiatric symptoms		MONDO:0010200				1
30426382	molecular genetic diagnosis		PREVENTS	copper accumulation		MONDO:0010200		ARMS-PCR		1
30426382	treatment		TREATS	copper accumulation		MONDO:0010200				1
30426382	screening for mutations by T-ARMS-PCR assay		PREVENTS	neurological and psychiatric manifestations		MONDO:0010200		ATP7B	severe	1
30426382	evidence based genetic counseling		PREVENTS	severe neurological and psychiatric manifestations		MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0100785	insomnia	MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	rapid eye movement (REM) sleep behavior disorder (RBD)		MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0001262	excessive daytime sleepiness (EDS)	MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0010535	sleep-disordered breathing (SDB)	MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0012452	restless legs syndrome (RLS)	MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	periodic limb movement in sleep (PLM)		MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0100580	cataplexy-like episodes (CLEs)	MONDO:0010200				1
31992405	systematic review and meta-analysis		TREATS	HP:0025233	sleep paralysis	MONDO:0010200				1
31992405	polysomnographic studies		OBSERVES	prolonged sleep onset latency		Wilson disease				1
31992405	polysomnographic studies		OBSERVES	REM sleep onset latency		MONDO:0010200				1
31992405	polysomnographic studies		OBSERVES	reduced total sleep time		Wilson disease		polysomnographic studies		1
31992405	polysomnographic studies		OBSERVES	reduced sleep efficiency		MONDO:0010200				1
31992405	polysomnographic studies		OBSERVES	higher percentage of stage N1 sleep		MONDO:0010200				1
31992405	polysomnographic studies		OBSERVES	lower percentage of stage N2 sleep		MONDO:0010200				1
33443665	neurological symptoms evaluation		TREATS	neurological symptom scores		MONDO:0010200				1
33443665	liver function test		TREATS	metal deposition		MONDO:0010200				1
33443665	metal metabolism test		TREATS	metal deposition		MONDO:0010200				1
33443665	susceptibility-weighted imaging (SWI)		TREATS	metal deposition		MONDO:0010200				1
33443665	diffusion tensor imaging (DTI)		TREATS	fiber damage		MONDO:0010200				1
33443665	magnetic resonance spectroscopy (MRS) examination		TREATS	neuronal necrosis		MONDO:0010200				1
29340742	Use of chelating agents		TREATS	hepatic manifestations		MONDO:0010200		CHEBI:38161		1
29340742	Use of chelating agents		TREATS	neurological manifestations		MONDO:0010200		CHEBI:38161		1
29340742	Use of chelating agents		TREATS	psychiatric manifestations		MONDO:0010200		CHEBI:38161		1
29340742	administration		TREATS	hepatic manifestations		MONDO:0010200		Zinc salts		1
29340742	administration		TREATS	neurological manifestations		MONDO:0010200		Zinc salts		1
29340742	administration		TREATS	psychiatric manifestations		MONDO:0010200		Zinc salts		1
28433106	Optimization of treatment regimens		PREVENTS	HP:0001392	Hepatic disease	MONDO:0010200				1
28433106	Chelation		TREATS	neurologic symptoms		MONDO:0010200		CHEBI:30703		1
28433106	Use of nonchelating drugs		PREVENTS	symptoms		MONDO:0010200		nonchelating drugs		1
28433106	MAXO:0000016	Cell therapy	TREATS	HP:0001392	Hepatic disease	MONDO:0010200	research			1
28433106	MAXO:0001001	Gene therapy	TREATS	HP:0001392	Hepatic disease	MONDO:0010200		Gene therapy		1
31570646	Slow periodic myoclonus		IN	Wilson disease						1
30618165	curative liver transplantation		PREVENTS	HP:0001695	cardiac arrest	MONDO:0010200				1
30618165	mass spectrometry		TREATS	myocardial copper and iron accumulation		MONDO:0010200				1
30618165	cardiovascular magnetic resonance		TREATS	HP:0001685	myocardial fibrosis	MONDO:0010200				1
30618165	endomyocardial biopsy		TREATS	HP:0001685	myocardial fibrosis	MONDO:0010200				1
32662046	Assessment		TREATS	dystonia		Wilson Disease		Burke-Fahn-Marsden score		1
32662046	Measurement of serum glutamate, cytokines, oxidative stress markers		PREVENTS	worsening of symptoms		MONDO:0010200	with Malondialdehyde (MDA), Glutamate, Cytokines (IL-6, IL-8, IL-10, TNFalpha), Glutathione, Total antioxidant capacity (TAC)	Glutamate, Cytokines, oxidative stress markers		1
38385422	dose was reduced		TREATS	Cholestatic liver injury		Tacrolimus-Induced Toxicity		CHEBI:61049		1
38385422	Tacrolimus dose was reduced		TREATS	Deranged liver function tests		Tacrolimus-Induced Toxicity		CHEBI:61049		1
38385422	chelating therapy		TREATS	Wilson disease				CHEBI:50868		1
38385422	Liver biopsy		DIAGNOSES	Hepatocellular necrosis		Tacrolimus-Induced Toxicity		Tacrolimus		1
38385422	MAXO:0000376	Liver biopsy	DIAGNOSES	Centrilobular cholestasis		Tacrolimus-Induced Toxicity				1
38385422	Tacrolimus		TREATS	Acute rejection		Liver Transplant	with Tacrolimus	CHEBI:61049		1
32618564	investigation of hemolytic anemia		TREATS	HP:0001878	hemolytic anemia	MONDO:0010200				1
32618564	investigation of hepatic insufficiency		TREATS	HP:0001399	Liver failure	MONDO:0010200				1
32618564	investigation of hypophosphatemia		TREATS	HP:0002148	hypophosphatemia	MONDO:0010200				1
34091542	Diagnosis		TREATS	hepatic manifestations		MONDO:0010200				1
34091542	Diagnosis		TREATS	neurological manifestations		MONDO:0010200				1
34091542	MAXO:0000127	Genetic testing	TREATS	hepatic manifestations		MONDO:0010200				1
34091542	MAXO:0000127	Genetic testing	TREATS	neurological manifestations		MONDO:0010200				1
34091542	Treatment		TREATS	hepatic manifestations		MONDO:0010200		CHEBI:137245		1
34091542	Treatment		TREATS	hepatic manifestations		MONDO:0010200		zinc salts		1
34091542	Treatment		TREATS	hepatic manifestations		MONDO:0010200		CHEBI:39501		1
34091542	MAXO:0001175	liver transplantation	TREATS	hepatic manifestations		MONDO:0010200				1
34091542	MAXO:0001175	liver transplantation	TREATS	neurological manifestations		MONDO:0010200				1
32008504	Liver transplant		TREATS	neurologic symptoms		MONDO:0010200				1
32008504	Increasing urinary copper excretion		TREATS	copper accumulation in various organs		Wilson disease				1
32008504	Evaluation by neurologist and radiologist		TREATS	neurologic symptoms		MONDO:0010200				1
32008504	Cranial magnetic resonance imaging		TREATS	neurologic symptoms		MONDO:0010200				1
32008504	Immunosuppressive therapy		PREVENTS	neurologic symptoms		MONDO:0010200				1
31345362	Analysis of serum levels		TREATS	Hepatic and extrahepatic copper deposition		MONDO:0010200	with	CHEBI:18248		1
31345362	Analysis of serum levels		TREATS	Hepatic and extrahepatic copper deposition		MONDO:0010200	with Zinc (Zn)	CHEBI:27363		1
31345362	Analysis of serum levels		TREATS	Hepatic and extrahepatic copper deposition		MONDO:0010200	with Ferritin (SFr)	CHEBI:82594		1
31345362	Analysis of serum levels		TREATS	Hepatic and extrahepatic copper deposition		MONDO:0010200	with Serum copper (SCu)			1
31345362	Analysis of serum levels		TREATS	Hepatic and extrahepatic copper deposition		MONDO:0010200	with Serum zinc (SZn)	Serum zinc (SZn)		1
34627751	Diet modification		PREVENTS	HP:0001397	Liver steatosis	MONDO:0010200				1
34627751	Diet modification		TREATS	Inflammation		MONDO:0010200				1
34627751	Serum and liver metabolite analysis		TREATS	HP:0001397	Liver steatosis	MONDO:0010200				1
34627751	Body fat content analysis		TREATS	HP:0001397	Liver steatosis	MONDO:0010200				1
34627751	Liver histology examination		TREATS	HP:0001397	Liver steatosis	MONDO:0010200				1
34627751	Hepatic proteome analysis		TREATS	HP:0001397	Liver steatosis	MONDO:0010200				1
34627751	Copper content analysis		TREATS	Copper accumulation		Wilson Disease		Copper content analysis	Copper accumulation	1
32520831	MAXO:0001175	liver transplantation	TREATS	HP:0006554	acute liver failure	MONDO:0010200				1
32520831	spontaneous recovery		TREATS	acute liver failure		Wilson Disease				1
32520831	MAXO:0001175	liver transplantation	TREATS	HP:0003256	coagulopathy	MONDO:0010200				1
32520831	MAXO:0001175	liver transplantation	TREATS	HP:0002480	hepatic encephalopathy	MONDO:0010200				1
30357869	High-Volume Plasma Exchange		TREATS	Acute Liver Failure		Wilson Disease	High-Volume	Plasma Exchange		1
30357869	Penicillamine		TREATS	HP:0006554	Acute Liver Failure	MONDO:0010200	with Penicillamine	CHEBI:50868		1
29321352	MAXO:0000127	Genetic analysis	TREATS	Wilson disease						1
29321352	Sanger sequencing		TREATS	Wilson disease						1
29321352	mutation screening		TREATS	Wilson disease						1
29321352	direct DNA sequencing		TREATS	Wilson disease						1
38175989	Neuroimaging		TREATS	abnormal body movements		MONDO:0010200				1
38175989	Neuroimaging		TREATS	HP:0002063	rigidity	MONDO:0010200				1
38175989	Neuroimaging		TREATS	HP:0001332	Dystonia	MONDO:0010200				1
38175989	Ophthalmologic examination		TREATS	bilateral Kayser-Fleischer rings		MONDO:0010200				1
38175989	"Serum ""free"" copper levels measurement"		TREATS	abnormal body movements		MONDO:0010200	with copper	CHEBI:28694		1
38175989	24-hour urine copper levels measurement		TREATS	abnormal body movements		MONDO:0010200	with copper	CHEBI:28694		1
38175989	Serum ceruloplasmin levels measurement		TREATS	abnormal body movements		MONDO:0010200	with ceruloplasmin	ceruloplasmin		1
34087921	Blind liver biopsy		TREATS	Chronic active hepatitis B		Liver disease				1
34087921	Blind liver biopsy		TREATS	Neonatal cholestasis		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Autoimmune hepatitis		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Wilson disease		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Isolated elevation of the liver enzymes		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Chronic active hepatitis C		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Metabolic disease		MONDO:0005154				1
34087921	Blind liver biopsy		TREATS	Malignancies		MONDO:0005154				1
33541028	treatment		TREATS	Wilson Disease				CHEBI:50868		1
33541028	treatment		TREATS	Wilson Disease				sodium dimercaptopropane sulfonate		1
33541028	treatment		TREATS	Wilson Disease				ammonium tetrathiomolybdate		1
33541028	treatment		TREATS	Wilson Disease				CHEBI:27363		1
33541028	MAXO:0001175	liver transplantation	TREATS	Wilson Disease						1
33541028	MAXO:0001001	gene therapy	TREATS	Wilson Disease						1
30879594	Percutaneous transhepatic biliary drainage		TREATS	reiterated cholangitis		MONDO:0004789				1
30879594	Increasing the size of the drainage tube		TREATS	bile leakage		MONDO:0004789				1
30879594	Dilating the anastomotic area with a balloon catheter		TREATS	stenosis of hepaticojejunostomy anastomosis		MONDO:0004789				1
30879594	Stone crushing		TREATS	multiple stones in the intrahepatic bile ducts		MONDO:0004789		electronic hydraulic lithotripsy		1
30879594	Lithotomy through cholangioscopy		TREATS	multiple stones in the intrahepatic bile ducts		Cholangitis		cholangioscopy	multiple stones	1
30879594	Lithotomy		TREATS	stones in the intrahepatic bile ducts		MONDO:0004789	through endoscopic retrograde cholangiography	endoscopic retrograde cholangiography	multiple stones	1
30879594	Rendezvous technique		TREATS	intrahepatic bile ducts		Cholangitis		double balloon endoscope	multiple stones	1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0000952	jaundice	MONDO:0007329				1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0001945	fever	MONDO:0007329				1
29692402	MAXO:0000376	liver biopsy	TREATS	persistently increasing bilirubin		MONDO:0007329				1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0002908	direct hyperbilirubinemia	MONDO:0007329				1
29692402	liver biopsy		TREATS	elevated transaminases		Indian childhood cirrhosis				1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0001903	anemia	MONDO:0007329				1
29692402	liver biopsy		TREATS	schistocytes in blood		Indian childhood cirrhosis	NA	NA	NA	1
29692402	MAXO:0000376	liver biopsy	TREATS	positive direct coombs test		MONDO:0007329				1
29692402	MAXO:0000376	liver biopsy	TREATS	deranged prothrombin time		MONDO:0007329				1
29692402	liver biopsy		TREATS	chronic liver disease		Indian childhood cirrhosis				1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0001409	portal hypertension	MONDO:0007329				1
29692402	MAXO:0000376	liver biopsy	TREATS	HP:0001541	Ascites	MONDO:0007329				1
36071243	MAXO:0009004	Exome sequencing	TREATS	moderate to severe disease		MONDO:0010200		Exome sequencing		1
36071243	MAXO:0009004	Exome sequencing	TREATS	moderate to severe disease		MONDO:0100288				1
