Citation	Subject	Subject Label	Predicate	Object	Object Label	Qualifier	Subject Qualifier	Subject Extension	Object Extension	Count
37939877	Close monitoring by a multidisciplinary team		PREVENTS	Vaso-occlusive crises (VOC)		MONDO:0007374				1
37939877	prescribing haemoglobin electrophoresis		PREVENTS	in utero foetal death		MONDO:0007374		haemoglobin electrophoresis		1
37939877	Stopping hydroxyurea		PREVENTS	HP:0001622	Preterm delivery	MONDO:0011382		CHEBI:44423		1
37939877	preventive blood transfusion		PREVENTS	Vaso-occlusive crises (VOC)		MONDO:0007374				1
37939877	Avoiding systematic administration of corticosteroids		PREVENTS	maternal vaso-occlusive event		MONDO:0007374		CHEBI:50858		1
37939877	caesarean section		TREATS	Preeclampsia		MONDO:0007374				1
37939877	Post-partum follow-up		PREVENTS	Venous thromboembolic events		MONDO:0007374				1
37956414	RT-dPCR assay		TREATS	symptomatic and respiratory diseases		MONDO:0100096				1
37956414	sequencing		TREATS	symptomatic and respiratory diseases		MONDO:0100096				1
37948742	Ophthalmological examination		TREATS	Temporal area maculopathy		MONDO:0011382				1
37948742	Optical Coherent Tomography		TREATS	Temporal area maculopathy		MONDO:0011382				1
37948742	Optical Coherent Tomography Angiography		TREATS	Temporal area maculopathy		MONDO:0011382				1
37948742	Ophthalmological examination		TREATS	Enlargement of the foveal avascular zone		MONDO:0011382				1
37948742	Optical Coherent Tomography		TREATS	Enlargement of the foveal avascular zone		Sickle Cell Disease		Optical Coherent Tomography	Enlargement of the foveal avascular zone	1
37948742	Optical Coherent Tomography Angiography		TREATS	Enlargement of the foveal avascular zone		MONDO:0011382				1
37948742	Ophthalmological examination		TREATS	Macular thinning with normal vascularization		MONDO:0011382				1
37948742	Optical Coherent Tomography		TREATS	Macular thinning		MONDO:0011382		Optical Coherent Tomography		1
37948742	Optical Coherent Tomography Angiography		TREATS	Macular thinning with normal vascularization		MONDO:0011382				1
37948742	Ophthalmological examination		TREATS	Large areas of loss of vascularization without retina thinning		MONDO:0011382				1
37948742	Optical Coherent Tomography		TREATS	Large areas of loss of vascularization without retina thinning		MONDO:0011382				1
37948742	Optical Coherent Tomography Angiography		TREATS	Large areas of loss of vascularization without retina thinning		Sickle Cell Disease		Optical Coherent Tomography Angiography		1
38302120	newborn screening		PREVENTS	health care barriers		MONDO:0007374				1
38302120	key immunizations		PREVENTS	health care barriers		MONDO:0007374				1
38302120	penicillin prophylaxis		PREVENTS	health care barriers		MONDO:0007374	with penicillin	CHEBI:17334		1
38302120	consistent health screening		PREVENTS	health care barriers		MONDO:0007374				1
38302120	treatment options for SCD		TREATS	greater degrees of mortality		MONDO:0007374				1
38302120	treatment options		TREATS	disability		MONDO:0007374				1
38302120	informed education		TREATS	health care barriers		MONDO:0007374				1
38224366	Dual-energy CT (DECT) iodine perfusion map reconstructions		DETECTS	occlusion of the pulmonary vasculature		MONDO:0006079	with Iodine	CHEBI:24859		1
38224366	Dual-energy CT iodine perfusion map reconstructions		DETECTS	airspace opacities		MONDO:0005632		CHEBI:24859		1
38224366	Dual-energy CT (DECT) iodine perfusion map reconstructions		DETECTS	segmental perfusion defects		MONDO:0006079	with Iodine	CHEBI:24859		1
38224366	Dual-energy CT (DECT) iodine perfusion map reconstructions		DETECTS	acute or chronic pulmonary emboli		MONDO:0006079		CHEBI:24859		1
38224366	Dual-energy CT (DECT) iodine perfusion map reconstructions		DETECTS	microthrombi as perfusion defects		MONDO:0006079	with Iodine	CHEBI:24859		1
38037041	Improve opioid prescribing		PREVENTS	Opioid overuse		Opioid use	null	opioid	overuse	1
38037041	Expand access to non-opioid pain management		PREVENTS	Opioid overuse		Opioid use		non-opioid pain management		1
38037041	Administrative and claims data analysis		TREATS	Lack of data		Opioid use			opioid	1
38037041	Ongoing surveillance		TREATS	Opioid use						1
38037041	Opioids (with benzodiazepines)		TREATS	Cancer-related pain		Opioid use		Opioids		1
38037041	Opioids		TREATS	Acute/chronic pain		Opioid use		opioids		1
37858508	disease-modifying therapies		TREATS	sickle cell disease						1
37858508	hydroxyurea (with hydrocarbamide)		TREATS	sickle cell disease			with hydrocarbamide	CHEBI:44423		1
37858508	haematopoietic stem-cell transplantation		TREATS	sickle cell disease						1
37858508	preventive care		PREVENTS	morbidity		MONDO:0011382				1
37858508	treatments		TREATS	morbidity		MONDO:0011382				1
38036693	MAXO:0009047	Total hip replacement (THR)	TREATS	progressive hip pain		MONDO:0011382				1
38036693	MAXO:0009047	Total hip replacement (THR)	TREATS	limitation of daily activities		MONDO:0011382				1
38036693	MAXO:0009047	Total hip replacement (THR)	TREATS	femoral head avascular necrosis (AVN)		MONDO:0011382				1
38036693	Conservative therapy		PREVENTS	progressive hip pain		Sickle cell disease		Conservative therapy		1
38190311	Validation		TREATS	barriers		MONDO:0007374		Social-Ecological Model of Adolescent and Young Adult Readiness for Transition (SMART-E)		1
38190311	Content validation		TREATS	barriers		MONDO:0007374				1
38190311	Qualitative content analysis		TREATS	barriers		MONDO:0007374				1
38066873	MAXO:0000756	Transfusion	PREVENTS	alloimmunization		MONDO:0007374				1
38066873	MAXO:0000756	Transfusion	PREVENTS	delayed hemolytic transfusion reaction (DHTR)		MONDO:0007374				1
38066873	Immunouppressive treatments		PREVENTS	alloimmunization		MONDO:0007374				1
38066873	Close monitoring		TREATS	hyperhemolysis		MONDO:0007374				1
38066873	MAXO:0001298	therapy	TREATS	delayed hemolytic transfusion reaction (DHTR)		MONDO:0007374		Anticomplement		1
38066873	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	alloimmunization		MONDO:0007374				1
37967611	Screening symptomatic patients		TREATS	obstructive remodeling of the pulmonary vascular bed		Pulmonary Hypertension in Sickle Cell Disease		echocardiographic signs		1
37967611	Right heart catheterization		TREATS	HP:0032654	Endothelial dysfunction	Pulmonary Hypertension in Sickle Cell Disease				1
37967611	Treating the underlying disease		TREATS	thrombosis		Pulmonary Hypertension in Sickle Cell Disease		CHEBI:44423		1
37967611	Chronic blood exchange transfusion		TREATS	HP:0012418	Hypoxia	Pulmonary Hypertension in Sickle Cell Disease				1
37967611	Multidisciplinary approach		PREVENTS	HP:0001409	Portal hypertension	Pulmonary Hypertension in Sickle Cell Disease				1
38459677	MAXO:0001001	Gene therapies	TREATS	Sickle Cell Disease			approved			1
37694765	MAXO:0000149	Hematopoietic cell transplant (HCT)	TREATS	high morbidity and mortality		MONDO:0011382		Hematopoietic stem cell transplantation		1
37694765	Hematopoietic stem cell transplantation		PREVENTS	disease control long-term		Sickle cell disease	N/A	Hematopoietic stem cell transplantation	N/A	1
37694765	Serial chimerism analysis		TREATS	disease control		MONDO:0011382				1
37694765	Curative interventions		TREATS	SCD manifestations		MONDO:0011382				1
37929626	intravenous administration		TREATS	pain-related adverse events		MONDO:0011382		UCA Definity		1
37929626	contrast-enhanced ultrasound exams		PREVENTS	pain-related adverse events		Sickle Cell Disease		contrast-enhanced ultrasound exams		1
38386815	Cell-Based Gene Therapy		TREATS	Sickle Cell Disease						1
37952647	MAXO:0000149	Hematopoietic cell transplant (HCT)	TREATS	cardiopulmonary complications		MONDO:0007374				1
37952647	MAXO:0000149	Hematopoietic cell transplant (HCT)	TREATS	diffuse myocardial fibrosis		MONDO:0007374		Hematopoietic cell transplant		1
37952647	MAXO:0000149	Hematopoietic cell transplant (HCT)	TREATS	elevated tricuspid regurgitant jet velocity (TRV)		MONDO:0007374				1
37952647	MAXO:0000149	Hematopoietic cell transplant (HCT)	TREATS	iron overload		MONDO:0007374				1
38010293	MAXO:0001001	Gene therapies	TREATS	HP:0007760	SCD					1
38010293	Gene editing		TREATS	HP:0007760	SCD					1
38010293	Allogeneic hematopoietic stem cell transplant		TREATS	HP:0007760	SCD					1
37737026	Ambulatory blood pressure monitoring		TREATS	Masked Hypertension		Masked Hypertension				1
37737026	Systematic literature search		PREVENTS	Increased left ventricular mass index		Masked Hypertension	Not Applicable	Not Applicable	Not Applicable	1
37737026	Systematic literature search		PREVENTS	HP:0001712	Left ventricular hypertrophy	Masked Hypertension				1
37737026	Systematic literature search		PREVENTS	Increased carotid intima media thickness		Masked Hypertension				1
37737026	Systematic literature search		PREVENTS	Increased pulse wave velocity		Masked Hypertension				1
37832631	development		PREVENTS	HP:0001871	hematologic diseases			programmable nucleases		1
37832631	safer and more effective treatment strategies		TREATS	HP:0001871	hematologic diseases					1
37832631	personalized T-cell-based therapies		TREATS	HP:0001871	hematologic diseases					1
37832631	improvement of genome editing tool		TREATS	HP:0001871	hematologic diseases		with CRISPR/Cas9	CRISPR/Cas9		1
38066927	MAXO:0000747	Hematopoietic stem cell transplantation	PREVENTS	graft rejection		MONDO:0007374	allogeneic	hematopoietic stem cell transplantation		1
38066927	autologous HSCT		TREATS	HP:0007760	SCD		after ex vivo genetic modification	ex vivo genetic modification		1
38066927	MAXO:0001001	Gene therapies	TREATS	Sickle cell disease		MONDO:0007374				1
38066927	immune suppression		PREVENTS	graft-versus-host disease		MONDO:0007374				1
37933708	implementation of inpatient service		TREATS	high risk for readmission after hospital discharge		chronic childhood-onset diseases	the Med-Peds line	NA	NA	1
38050205	Infection control protocols		PREVENTS	nosocomial infections		MONDO:0020380				1
38050205	Vaccination strategies		PREVENTS	nosocomial infections		MONDO:0020380				1
38050205	Antimicrobial stewardship		PREVENTS	nosocomial infections		MONDO:0020380		Antimicrobial		1
38050205	Patient education		PREVENTS	nosocomial infections		MONDO:0020380				1
37953236	Embed in the electronic health record		TREATS	vaso-occlusive episodes		MONDO:0011382	(none)	Individualized Pain Plans	(none)	1
37953236	Provide access to the plan		TREATS	vaso-occlusive episodes		MONDO:0011382	for both adult patients with SCD and emergency department providers			1
38409146	MAXO:0000536	Chorionic villus sampling (CVS)	PREVENTS	births with thalassemia major		MONDO:0019402				1
38409146	Amniocentesis		PREVENTS	births with thalassemia major		MONDO:0019402				1
38409146	Chromosome analysis		TREATS	diagnosis of chromosomal anomalies		Thalassemia major				1
38263886	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	arterial ischemic stroke		MONDO:0007374				1
38263886	Allogenic hematopoietic stem cell transplant		TREATS	cerebral large vessel arteriopathy		MONDO:0011382				1
38263886	Revascularization surgery		TREATS	arterial ischemic stroke		MONDO:0007374		indirect superficial temporal artery to middle cerebral artery bypass		1
38263886	Catheter-directed angiography		DIAGNOSES	cerebral large vessel arteriopathy		MONDO:0007374				1
38205646	hematopoietic stem cell transplant		TREATS	severe SCD clinical phenotype		MONDO:0011382		hematopoietic stem cell transplant (HSCT)		1
38205646	genotyping of donors		PREVENTS	development of new alloantibodies		sickle cell disease		genotyping		1
38205646	transfusion management		PREVENTS	transfusion reaction		MONDO:0011382				1
38205646	collection of compatible units		PREVENTS	development of new alloantibodies		MONDO:0011382				1
37702734	Ambulatory blood pressure monitoring		TREATS	Increased prevalence of hypertension		MONDO:0011382				1
37702734	Assessment of ambulatory arterial stiffness index		TREATS	Severe endothelial damage		Sickle cell anemia				1
38161155	Management of Pain		TREATS	HP:0012531	Pain	MONDO:0011382			Acute	1
38161155	Use of nonsteroidal anti-inflammatory drugs		TREATS	HP:0012531	Pain	MONDO:0011382		nonsteroidal anti-inflammatory drugs		1
38161155	Use of opioids		TREATS	HP:0012531	Pain	MONDO:0011382		opioids		1
38161155	Hydration		PREVENTS	HP:0012531	Pain	MONDO:0011382				1
38161155	Local pain control		TREATS	HP:0012531	Pain	MONDO:0011382				1
38161155	Use of muscle relaxants		TREATS	HP:0012531	Pain	MONDO:0011382		CHEBI:51371		1
38161155	Nonpharmacologic approaches		TREATS	HP:0012531	Pain	MONDO:0011382		Nonpharmacologic approaches		1
38161155	Psychological support		PREVENTS	HP:0012531	Pain	MONDO:0011382				1
38161155	Use of disease-modifying therapies		PREVENTS	HP:0012531	Pain	MONDO:0011382		CHEBI:44423		1
37973947	whole-genome sequencing		DETECTS	myeloid malignancies		MONDO:0011382				1
37741592	Genotyping		TREATS	prolongation of the heart rate-corrected QT interval (QTc)		MONDO:0007374		candidate genetic variants		1
37741592	Use		TREATS	prolongation of the heart rate-corrected QT interval (QTc)		MONDO:0007374		CHEBI:26308		1
37741592	Linear regression analysis		TREATS	prolongation of the heart rate-corrected QT interval (QTc)		MONDO:0007374		Linear regression analysis		1
37741592	Stratification analysis		TREATS	prolongation of the heart rate-corrected QT interval (QTc)		MONDO:0007374		Stratification analysis		1
38165013	evaluation for cerebrovascular reactivity using the breath-holding test (BHT)		ASSESSES	altered cerebrovascular regulation		MONDO:0007374				1
38165013	evaluation of the sympatho-vagal balance using heart rate variability parameters		ASSESSES	altered cardiovascular autonomic regulation		MONDO:0007374				1
38165013	continuous assessment of cerebral blood flow velocities		ASSESSES	impaired cerebral arterial compliance		MONDO:0007374		transcranial Doppler ultrasound	cerebral arterial compliance	1
38165013	continuous assessment of arterial blood pressure with photo-plethysmography		ASSESSES	impaired cerebral arterial compliance		MONDO:0007374				1
38165013	assessment of white matter lesions (WMLs) with magnetic resonance imaging		ASSESSES	white matter lesions		MONDO:0007374		Fazekas score grading		1
37803527	Chronic transfusion		PREVENTS	Hypertensive disorder of pregnancy		MONDO:0007374				1
38170544	MAXO:0001298	therapy	TREATS	Sickle Cell Disease				CRISPR Gene Editing		1
37795523	conditioning		TREATS	sickle cell disease				busulfan-fludarabine		1
37795523	conditioning		TREATS	sickle cell disease				treosulfan-fludarabine		1
37795523	use of thiotepa		TREATS	sickle cell disease				CHEBI:9570		1
38418238	cross-sectional, non-interventional study		TREATS	HP:0000505	visual impairment	MONDO:0007374				1
38418238	best corrected visual acuity with habitual correction and pinhole		TREATS	HP:0000505	visual impairment	MONDO:0007374				1
38418238	dilated slit lamp biomicroscopy and funduscopy		TREATS	proliferative sickle cell retinopathy		MONDO:0007374				1
38418238	MAXO:0000969	optical coherence tomography (OCT)	TREATS	maculopathy		MONDO:0007374				1
38418238	OCT angiography		TREATS	proliferative sickle cell retinopathy		MONDO:0007374				1
38418238	ultrawide fundus photography		TREATS	proliferative sickle cell retinopathy		MONDO:0007374		ultrawide fundus photography		1
38418238	National Eye Institute Visual Function Questionnaire-25		TREATS	significant sight loss		MONDO:0007374				1
38418238	acceptability of retinal screening questionnaire		PREVENTS	HP:0000505	visual impairment	MONDO:0007374		retinal screening questionnaire		1
38321797	Renal biopsy		TREATS	HP:0012622	CKD	Sickle Cell-associated Kidney Disease				1
38321797	Evaluation for proteinuria		TREATS	HP:0000093	Proteinuria	Sickle Cell-associated Kidney Disease				1
38321797	Estimation of glomerular filtration rate (eGFR)		TREATS	Reduced glomerular filtration rate		Sickle Cell-associated Kidney Disease				1
38321797	Measurement of tubular dysfunction		TREATS	Elevated fractional excretion of potassium (FEK)		Sickle Cell-associated Kidney Disease				1
38321797	Measurement of tubular dysfunction		TREATS	Elevated fractional excretion of sodium (FENa)		Sickle Cell-associated Kidney Disease				1
37756514	Primary Prevention of Stroke in Children		PREVENTS	underweight		MONDO:0011382				1
37756514	cross-sectional study		TREATS	underweight		MONDO:0011382				1
37865180	vaccine initiation		PREVENTS	HPV		MONDO:0011382		HPV vaccine		1
37865180	HPV vaccine completion		PREVENTS	HPV		MONDO:0011382				1
37865180	education for staff on the need for HPV vaccine administration		PREVENTS	HPV		MONDO:0011382	with HPV vaccine	HPV vaccine		1
37865180	provider incentives		PREVENTS	HPV		Sickle Cell Disease	with HPV vaccine	HPV vaccine		1
37865180	verification of patients' charts of vaccine completion		PREVENTS	HPV		MONDO:0011382	with HPV vaccine	HPV vaccine		1
37715793	Cardiac magnetic resonance imaging (MRI)		DETECTS	HP:0001685	Cardiac fibrosis	MONDO:0011382				1
37715793	Serum galectin-3 measurement		INDICATES	Subclinical cardiac changes		MONDO:0011382	with Galectin-3	Galectin-3		1
37715793	Serum galectin-3 measurement		INDICATES	Vaso-occlusive crises		MONDO:0011382	with Galectin-3	Galectin-3		1
38031035	Regular evaluation of renal function		PREVENTS	progression to end-stage kidney disease		Sickle cell anaemia				1
38031035	Serum cystatin C assay		TREATS	Decreased glomerular filtration rate		Sickle cell anaemia		cystatin C		1
38093478	Construction of receiver operating characteristic (ROC) curves		PREVENTS	New or worsening proteinuria (NWP)		MONDO:0007374				1
38093478	Increased observation		TREATS	New or worsening proteinuria (NWP)		MONDO:0007374				1
38093478	Consideration of early delivery		TREATS	New or worsening proteinuria		hypertensive disorders of pregnancy in sickle cell disease				1
38093478	Eclampsia prophylaxis		TREATS	New or worsening proteinuria (NWP)		MONDO:0007374				1
38285418	Aspiration of the corpus cavernosum		TREATS	Persistent penile erection		MONDO:0011382				1
38285418	Hydration		PREVENTS	Persistent penile erection		MONDO:0011382				1
38285418	Analgesics		TREATS	Persistent penile erection		MONDO:0011382		CHEBI:35480		1
38285418	Needle aspiration		TREATS	Persistent penile erection		MONDO:0011382				1
38285418	Patient education		PREVENTS	Persistent penile erection		MONDO:0011382				1
38066905	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	TREATS	sickle cell disease						1
38066905	gene editing		TREATS	sickle cell disease						1
38066905	drug therapies		TREATS	sickle cell disease						1
38066905	drug therapy		TREATS	sickle cell disease			with hydroxyurea	CHEBI:44423		1
38066905	drug therapy		TREATS	sickle cell disease			with L-glutamine	CHEBI:18050		1
38066905	drug therapy		TREATS	sickle cell disease			with crizanlizumab	crizanlizumab		1
38066905	drug therapy		TREATS	sickle cell disease			with voxelotor	voxelotor		1
37951090	Adjusting biochemical results to number of RBCs		PREVENTS	misinterpretation of elevated calcium levels		MONDO:0007374				1
37951090	Adjusting biochemical results to number of RBCs		PREVENTS	misinterpretation of increased calcium flux		MONDO:0007374				1
37800996	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	symptoms		MONDO:0011382		Hematopoietic stem cell transplant	SCD-related	1
37800996	myeloablative conditioning		TREATS	SCD-related symptoms		MONDO:0011382				1
37800996	non-myeloablative conditioning		TREATS	symptoms		MONDO:0011382		non-myeloablative conditioning	SCD-related	1
37800996	MAXO:0001001	Gene therapies	TREATS	SCD-related symptoms		MONDO:0011382				1
38237001	video game intervention		TREATS	lack of self-efficacy		Sickle Cell Disease		video game		1
38237001	video game intervention		TREATS	poor patient engagement		MONDO:0011382				1
37859469	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	HP:0004870	chronic hemolytic anemia	MONDO:0011382				1
37859469	Hematopoietic stem cell transplantation		TREATS	impaired cerebral hemodynamics		Sickle cell disease		Hematopoietic stem cell transplantation		1
37859469	Hematopoietic stem cell transplantation		TREATS	impaired oxygen metabolism		Sickle cell disease	N/A	Hematopoietic stem cell transplantation	N/A	1
37859469	vasodilatory stimulus		TREATS	reduced cerebrovascular reserve (CVR)		MONDO:0007374		CHEBI:27690		1
37859469	MRI scans		MONITOR	change in cerebral metabolic rate of oxygen (CMRO2)		MONDO:0007374		MRI scans		1
37859469	MRI scans		MONITOR	altered oxygen extraction fraction (OEF)		MONDO:0007374				1
37919142	Gene modification of haematopoietic stem cells (HSCs)		TREATS	compromised health and integrity of HSCs		MONDO:0007374		Gene modification		1
37919142	MAXO:0000068	Transplantation	TREATS	compromised health and integrity of HSCs		MONDO:0007374				1
37919142	Gene modification of haematopoietic stem cells (HSCs)		PREVENTS	increased susceptibility to haematological malignancies		MONDO:0007374		Gene modification	haematopoietic stem cells (HSCs)	1
37697632	Acid Elution (Kleihauer-Betke) Test		TREATS	Elevated Hemoglobin-F Levels		Homozygous Sickle Cell Disease				1
37803115	MAXO:0000756	Transfusion	PREVENTS	cerebrovascular illness		MONDO:0011382				1
37803115	hydroxycarbamide		PREVENTS	HP:0100543	cognitive dysfunction	MONDO:0011382	with hydroxycarbamide	CHEBI:44423		1
37803115	gene expression analysis		RELATES TO	Vaso-occlusion		MONDO:0011382				1
37803115	pathway analysis		RELATES TO	erythrocyte stiffness		MONDO:0011382	using	Reactome software		1
37803115	gene ontology		RELATES TO	chronic anemia		MONDO:0011382				1
38069808	usage		TREATS	sickle cell anemia				CHEBI:44423		1
37905989	MAXO:0001001	Gene therapies	TREATS	SCD symptoms		MONDO:0007374		Gene therapy		1
38113268	MAXO:0001017	Vaccination	PREVENTS	Human Papilloma Virus (HPV)						1
37899028	Sickle cell disease modifying therapies		TREATS	Medullary ischemia		MONDO:0011382				1
37899028	Sickle cell disease modifying therapies		TREATS	Loss of urine concentrating ability		Sickle Cell Disease		Sickle cell disease modifying therapies		1
37899028	Sickle cell disease modifying therapies		TREATS	Hyperfiltration		Sickle Cell Disease		Sickle cell disease modifying therapies		1
37899028	Sickle cell disease modifying therapies		TREATS	Persistent albuminuria		Sickle Cell Disease		Sickle cell disease modifying therapies		1
37899028	Sickle cell disease modifying therapies		TREATS	Decline in the estimated glomerular filtration rate		MONDO:0011382		Sickle cell disease modifying therapies		1
37899028	Hydroxyurea		TREATS	Loss of urine concentrating ability		MONDO:0011382		CHEBI:44423		1
