Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
32170975			skin fold removal	[]	treats			painful redundant skin	[('HP:0001582', 'Redundant skin'), ('HP:0012531', 'Pain')]	mondo:0020066	ehlers-danlos syndrome		[]				1
32170975			biopsy	[]	treats			no specific symptom but used for diagnosis	[]	mondo:0020066	ehlers-danlos syndrome		[]	with preservation of the elastic and collagen fibers			1
31328377	maxo:0010203	echocardiography		[]	prevents	hp:0004942	aortic dilation		[]	mondo:0020066	ehlers-danlos syndrome		[]				1
31328377			cardiac evaluation	[]	prevents	hp:0001634	mitral valve prolapse		[]	mondo:0020066	ehlers-danlos syndrome		[]				1
31328377			genetics examination	[]	prevents			bicuspid aortic valve	[('HP:0001647', 'Bicuspid aortic valve')]			ehlers-danlos syndrome	[('MONDO:0002254', 'Ehlers-Danlos syndrome'), ('MONDO:0020066', 'syndrome')]				1
31328377			cardiovascular examination	[]	treats			musculoskeletal pain	[('HP:0012531', 'Pain'), ('HP:0012531', 'Pain')]	mondo:0020066	ehlers-danlos syndrome		[]				1
37975633			patellar tendon surgery	[('MAXO:0000004', 'surgery')]	treats			decreased healing	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]				1
37975633			increased col5a1 expression post-injury	[]	treats			decreased healing	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]	post-injury	col5a1 expression		1
37975633			increased col5a1 expression post-injury	[]	treats			reduced mechanical properties	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]	post-injury	col5a1 expression		1
37975633			increased post-injury	[]	treats			collagen fiber realignment	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]	post-injury	col5a1 expression	delayed	1
37975633			increased col5a1 expression post-injury	[]	treats			altered matrix engagement	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]	post-injury	col5a1 expression		1
37975633			increased col5a1 expression post-injury	[]	treats			altered cellular density	[]	mondo:0009032	classic ehlers-danlos syndrome (ceds)		[]	post-injury	col5a1 expression		1
25797646			underlies	[]	underlies	hp:0001382	joint hypermobility		[]	mondo:0007522	classic ehlers-danlos syndrome		[]		collagen v mutation		1
25797646			underlies	[]	in			decreased body size	[('HP:0500001', 'BO')]			classic ehlers-danlos syndrome	[('MONDO:0002254', 'classic Ehlers-Danlos syndrome'), ('MONDO:0007522', 'Ehlers-Danlos syndrome')]		collagen v mutation		1
25797646			underlies	[]	underlies			grip weakness	[('HP:0025406', 'Weakness')]	mondo:0007522	classic ehlers-danlos syndrome		[]		collagen v mutation		1
25797646			underlies	[]	underlies	hp:0001388	joint laxity		[]	mondo:0007522	classic ehlers-danlos syndrome		[]		collagen v mutation		1
25797646			underlies	[]	underlies			early-onset osteoarthritis	[('HP:0002758', 'Osteoarthritis'), ('HP:0003674', 'Onset')]			classic ehlers-danlos syndrome	[('MONDO:0002254', 'classic Ehlers-Danlos syndrome'), ('MONDO:0007522', 'Ehlers-Danlos syndrome')]		collagen v mutation		1
25797646			abnormal fiber organization	[]	underlies			classic ehlers-danlos syndrome	[]				[]		collagen v mutation		1
25797646			underlies	[]	in			increased fibril diameters	[]			classic ehlers-danlos syndrome	[('MONDO:0002254', 'classic Ehlers-Danlos syndrome'), ('MONDO:0007522', 'Ehlers-Danlos syndrome')]		collagen v mutation		1
25797646			underlies	[]	in			decreased fibril number	[]	mondo:0007522	classic ehlers-danlos syndrome		[]		collagen v mutation		1
24168998			clinical evaluation with the ocular surface disease index (osdi) questionnaire	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			complete ophthalmic examination	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			assessment of the best-corrected visual acuity and refraction	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			slit-lamp biomicroscopy	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			tear break-up time test	[]	assesses			symptoms of tear film dysfunction	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998	maxo:0000974	intraocular pressure measurement		[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			schirmer test without topical anesthesia	[]	assesses			symptoms of tear film dysfunction	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			corneal diameter measurement	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			scheimpflug camera topography	[]	assesses			symptoms	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
24168998			in vivo confocal microscopy (ivcm)	[]	assesses			microstructural changes	[('HP:0001658', 'MI')]	mondo:0020066	ehlers-danlos syndrome		[]				1
