Citation	Subject	Subject Label	Predicate	Object	Object Label	Qualifier	Subject Qualifier	Subject Extension	Object Extension	Count
10908569	high-dose enzyme therapy		TREATS	HP:0005387	combined immunodeficiency	MONDO:0007064	high-dose	enzyme therapy		1
10908569	high-dose enzyme therapy		TREATS	metabolic disturbances in the thymus and spleen		MONDO:0007064	high-dose	enzyme therapy		1
10908569	low-dose enzyme therapy		TREATS	metabolic disturbances in the circulation and lung		MONDO:0007064	low-dose	enzyme therapy		1
14612670	Gene therapy using peripheral blood lymphocytes		TREATS	lack of T cell functions		Severe combined immunodeficiency due to adenosine deaminase deficiency		Gene therapy		1
14612670	MAXO:0001001	gene therapy	TREATS	lack of antibody responses to neoantigen		MONDO:0007064	using hematopoietic progenitors	hematopoietic progenitors		1
14612670	Discontinuation of PEG-ADA		TREATS	metabolic defect		MONDO:0007064		PEG-ADA		1
14612670	Low-dose busulfan		PREVENTS	metabolic defect		MONDO:0007064	low-dose	CHEBI:28901		1
14612670	Nonmyeloablative conditioning		PREVENTS	metabolic defect		Severe combined immunodeficiency due to adenosine deaminase deficiency		Nonmyeloablative conditioning	metabolic defect	1
24823313	gene therapy		TREATS	T cell immunodeficiency		inherited immunodeficiency		gene therapy		1
24823313	ex vivo gene transfer into autologous hematopoietic stem cells (HSCs)		TREATS	T cell immunodeficiency		inherited immunodeficiency		viral vectors		1
24823313	development		PREVENTS	genotoxicity		inherited immunodeficiency		safer self-inactivating vectors		1
24823313	lentiviral transduction		TREATS	T cell immunodeficiency		inherited immunodeficiency				1
24823313	allogeneic HSC transplantation		TREATS	T cell immunodeficiency		inherited immunodeficiency		allogeneic HSC transplantation		1
10329842	Stimulation		TREATS	IgE synthesis				anti-CD3 monoclonal antibody	Increased expression of IL-4 and CD40 ligand mRNA	1
10329842	Autologous T cell-directed gene therapy		TREATS	IgE synthesis				Autologous T cell-directed gene therapy	Increased expression of IL-4 and CD40 ligand mRNA	1
10329842	Stimulation		TREATS	Production of IgE and IgG		IgE synthesis	with recombinant IL-4	anti-CD3 monoclonal antibody	IgE and IgG	1
15640693	MAXO:0010030	bone marrow transplantation	TREATS	HP:0004430	Severe combined immunodeficiency	MONDO:0003778				1
15640693	enzyme replacement		TREATS	adenosine deaminase deficiency		MONDO:0003778		enzyme replacement		1
15640693	MAXO:0001001	gene therapy	TREATS	HP:0004430	Severe combined immunodeficiency	MONDO:0003778	with IL2RG complementary DNA	IL2RG complementary DNA		1
15640693	MAXO:0001001	gene therapy	TREATS	adenosine deaminase deficiency		MONDO:0003778	with adenosine deaminase gene complementary DNA	adenosine deaminase gene complementary DNA		1
15640693	autologous hematopoietic stem cells transduction		TREATS	HP:0004430	Severe combined immunodeficiency	MONDO:0003778				1
15640693	transduction		TREATS	adenosine deaminase deficiency		MONDO:0003778		autologous hematopoietic stem cells		1
15640693	anti-leukemic treatment		TREATS	leukemia		primary immunodeficiencies		anti-leukemic		1
15640693	submyeloablative chemotherapy		TREATS	adenosine deaminase deficiency		primary immunodeficiencies		submyeloablative chemotherapy		1
33974366	Autologous CD34+ hematopoietic stem and progenitor cells (HSPCs) transduced ex vivo		TREATS	life-threatening primary immunodeficiency		MONDO:0007064		a self-inactivating lentiviral vector encoding human ADA		1
33974366	enzyme-replacement therapy		PREVENTS	absent or impaired metabolic detoxification		MONDO:0007064		enzyme-replacement therapy		1
33974366	rescue allogeneic hematopoietic stem-cell transplantation		PREVENTS	compromised immune reconstitution		MONDO:0007064	rescue	allogeneic hematopoietic stem-cell transplantation		1
33974366	immunoglobulin-replacement therapy		TREATS	compromised immune reconstitution		MONDO:0007064		immunoglobulin		1
29744787	Enzyme replacement therapy		TREATS	higher levels		MONDO:0007064		Enzyme replacement therapy	ADA metabolite	1
29744787	Enzyme replacement therapy (ERT)		TREATS	T-B-NK- phenotype		MONDO:0007064	with	Pegylated ADA		1
29744787	Enzyme replacement therapy (ERT)		TREATS	T-B-NK+ phenotype		MONDO:0007064		Enzyme replacement therapy		1
29744787	Enzyme replacement therapy (ERT)		IMPROVES	gastrointestinal polyposis		MONDO:0007064		Enzyme replacement therapy		1
29744787	Intermittent neurodevelopmental evaluation		TREATS	HP:0000365	Hearing impairment	MONDO:0007064				1
29744787	Intermittent neurodevelopmental evaluation		MITIGATES	HP:0000750	Speech delay	MONDO:0007064				1
29744787	Intermittent neurodevelopmental evaluation		MITIGATES	HP:0100543	Cognitive abnormalities	MONDO:0007064				1
26682746	Impulse oscillometry		IDENTIFIES	Peripheral airway dysfunction		Adenosine deaminase-deficient severe combined immunodeficiency				1
26682746	Repetitive radiography		MONITORS	Pulmonary dysfunction		MONDO:0007064	Repetitive	Radiography		1
9857368	In vivo gene therapy		TREATS	neurological disorders		Central Nervous System Disorders		gene therapy	neurological disorders	1
28194615	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	ADA SCID		NA	from a human leukocyte antigen-matched sibling or family member	NA	NA	1
28194615	allogeneic HSCT from a matched unrelated donor		TREATS	ADA SCID			allogeneic	HSCT		1
28194615	allogeneic HSCT		TREATS	ADA SCID			from a haplo-identical donor			1
28194615	autologous HSCT with gene correction of the hematopoietic stem cells		TREATS	ADA SCID				gene therapy-GT		1
28194615	enzyme replacement therapy (ERT)		TREATS	ADA SCID				polyethylene glycol-conjugated adenosine deaminase		1
19099832	direct immunofluorescence assay		PREVENTS	disseminated varicella infection		adenosine deaminase deficiency associated severe combined immunodeficiency				1
19099832	MAXO:0000068	transplantation	TREATS	adenosine deaminase deficiency associated severe combined immunodeficiency		adenosine deaminase deficiency associated severe combined immunodeficiency		hematopoietic stem cell		1
19099832	enzyme replacement therapy		TREATS	adenosine deaminase deficiency associated severe combined immunodeficiency				enzyme replacement therapy		1
19099832	MAXO:0001001	gene therapy	TREATS	adenosine deaminase deficiency associated severe combined immunodeficiency						1
19179314	Gene therapy		TREATS	severe combined immunodeficiency		Immunodeficiency due to adenosine deaminase deficiency		autologous CD34+ bone marrow cells transduced with a retroviral vector containing the ADA gene		1
19179314	Nonmyeloablative conditioning		TREATS	lack of adenosine deaminase		Immunodeficiency due to adenosine deaminase deficiency	with busulfan	CHEBI:28901		1
19179314	Infusion of the cells		TREATS	fatal disorder of purine metabolism and immunodeficiency		Immunodeficiency due to adenosine deaminase deficiency		cells		1
19895994	Hematopoietic stem cell transplantation		TREATS	immune deficiency		MONDO:0015974		Hematopoietic stem cell		1
19895994	Pretransplantation conditioning		TREATS	engraftment failure		MONDO:0015974				1
19895994	Intravenous immunoglobulin		TREATS	HP:0002721	Immune deficiency	MONDO:0015974	intravenously administered	immunoglobulin		1
24794685	MAXO:0001479	Allogeneic hematopoietic stem cell transplantation	TREATS	absent or greatly reduced numbers of functional T cells		MONDO:0015974				1
24794685	Preparative conditioning		PREVENTS	complications		MONDO:0015974				1
24794685	Additional transplantation procedures		TREATS	complications		MONDO:0015974	Additional	transplantation procedures		1
10587981	MAXO:0001001	Gene therapy	TREATS	genetic diseases		MONDO:0003847				1
10587981	targeting		TREATS	adenosine deaminase deficiency		MONDO:0003847		Hematopoietic stem cell		1
10587981	Hematopoietic stem cell targeting		TREATS	chronic granulomatous disease		Genetic diseases		Hematopoietic stem cell		1
10587981	Retrovirus-mediated gene transfer		TREATS	adenosine deaminase deficiency		MONDO:0003847		Retrovirus-mediated gene transfer		1
10587981	Retrovirus-mediated gene transfer		TREATS	chronic granulomatous disease		MONDO:0003847				1
10587981	Introduction of drug-resistance genes		PREVENTS	side-effects		MONDO:0004992		drug-resistance genes	toxic side-effects	1
22350222	enzyme replacement		TREATS	metabolic abnormalities		Non-infectious lung disease in ADA-SCID		enzyme replacement		1
22350222	haematopoietic stem cell transplant		TREATS	metabolic abnormalities		Non-infectious lung disease in ADA-SCID		haematopoietic stem cell transplant	metabolic abnormalities	1
22350222	treating infectious complications		PREVENTS	worsening of Non-infectious lung disease		MONDO:0007064				1
26376800	biochemical diagnosis		TREATS	HP:0002721	Immune deficiency	MONDO:0007064				1
26376800	immunological diagnosis		TREATS	HP:0002721	Immune deficiency	MONDO:0007064				1
26376800	molecular diagnosis		TREATS	HP:0002721	Immune deficiency	MONDO:0007064				1
26376800	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	HP:0002721	Immune deficiency	MONDO:0007064		hematopoietic stem cells		1
26376800	enzyme replacement		TREATS	HP:0002721	Immune deficiency	MONDO:0007064		enzyme replacement		1
26376800	biochemical diagnosis		TREATS	metabolic deficiency		MONDO:0007064				1
26376800	immunological diagnosis		TREATS	metabolic deficiency		MONDO:0007064				1
26376800	molecular diagnosis		TREATS	metabolic deficiency		MONDO:0007064				1
26376800	MAXO:0000068	transplantation	TREATS	metabolic deficiency		MONDO:0007064		hematopoietic stem cell		1
26376800	enzyme replacement		TREATS	metabolic deficiency		MONDO:0007064		enzyme replacement		1
20039061	Late-onset adenosine deaminase deficiency presenting		IN	disease of the oral mucosa		MONDO:0009237	Late-onset	adenosine deaminase	benign, asymptomatic	1
20460637	bone marrow transplantation		TREATS	low donor stem cell chimerism		severe combined immunodeficiency		bone marrow transplantation		1
20460637	reduced intensity conditioning regimen		PREVENTS	low donor stem cell chimerism		MONDO:0015974		busulfan/fludarabine		1
20460637	MAXO:0010030	bone marrow transplantation	TREATS	reduced long-term immune reconstitution		MONDO:0015974				1
29620681	immune-modulation		TREATS	thrombocytopenia		Immune Thrombocytopenia	intravenous	immunoglobulin G		1
29620681	systemic corticosteroids		TREATS	HP:0001873	thrombocytopenia	MONDO:0002048		systemic corticosteroids		1
19337228	MAXO:0001001	gene therapy	TREATS	HP:0004430	Severe combined immunodeficiency	MONDO:0007064				1
34184208	lentiviral-transduced autologous CD34+ cells		TREATS	accumulation of toxic metabolites within lymphocytes		MONDO:0007064	carrying the ADA gene	lentiviral-transduced autologous CD34+ cells carrying the ADA gene		1
34184208	molecular monitoring in following B cell reconstitution		TREATS	low B cell numbers		MONDO:0007064				1
15032591	Bone marrow transplantation		TREATS	near absence of circulating mature CD3+ T cells		Severe Combined Immunodeficiency		Bone marrow transplantation		1
15032591	Bone marrow transplantation		TREATS	complete lack of gamma/delta T cells		Severe Combined Immunodeficiency				1
15032591	Bone marrow transplantation		TREATS	toxic accumulations of metabolites causing T cell apoptosis		Severe Combined Immunodeficiency				1
15032591	MAXO:0001001	gene therapy	TREATS	near absence of circulating mature CD3+ T cells		MONDO:0015974		Gene therapy		1
15032591	MAXO:0001001	gene therapy	TREATS	complete lack of gamma/delta T cells		MONDO:0015974				1
15032591	MAXO:0001001	gene therapy	TREATS	toxic accumulations of metabolites causing T cell apoptosis		MONDO:0015974		Gene therapy		1
16522790	stem cell gene therapy		TREATS	adenosine deaminase deficiency						1
21531016	MAXO:0001001	gene therapy	TREATS	adenosine deaminase deficiency						1
16037821	Transfer of drug resistance genes into hematopoietic stem cells		PREVENTS	Chemotherapy-induced myelosuppression		Hematopoietic stem cell disorders		drug resistance genes		1
16037821	Myeloprotection		PREVENTS	Chemotherapy-induced myelosuppression		Breast cancer, Lymphomas, Brain tumors, Testicular cancer				1
16037821	Selection of HSCs for correction of an inherited disorder		TREATS	X-linked severe combined immune deficiency, Adenosine deaminase deficiency, Thalassemia		Hematopoietic stem cell disorders				1
23812072	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	immune reconstitution		MONDO:0000922				1
23812072	MAXO:0001001	gene therapy	TREATS	immune reconstitution		MONDO:0000922		gene therapy		1
23812072	gene therapy		TREATS	infections		MONDO:0000922		gene therapy		1
23812072	preconditioning chemotherapy		PREVENTS	disappearance of gene-modified cells		MONDO:0000922	preconditioning	chemotherapy		1
23812072	usage of self-inactivating vectors		PREVENTS	lymphoproliferative syndrome		MONDO:0000922		self-inactivating vectors		1
27289360	ex vivo gene therapy		TREATS	HP:0001871	hematological disorders			gene therapy		1
9806008	MAXO:0001001	Gene therapy	TREATS	cystic fibrosis		MONDO:0009061				1
9806008	MAXO:0001001	Gene therapy	TREATS	HIV infection		MONDO:0005109				1
17928873	Retroviral-mediated gene therapy		TREATS	Severe combined immunodeficiency-X1 disease				Retroviral-mediated gene therapy		1
17928873	MAXO:0001001	gene therapy	TREATS	Adenosine deaminase deficiency			Retroviral-mediated	Retroviral-mediated gene therapy		1
14760277	MAXO:0010030	bone marrow transplantation	TREATS	HP:0004430	Severe combined immunodeficiency	Adenosine deaminase-deficient severe combined immunodeficiency				1
22348551	MAXO:0001001	Gene therapy	TREATS	absence of adenosine deaminase		MONDO:0007064				1
21375467	development		PREVENTS	genotoxicity		Genotoxicity		safer vectors		1
21375467	safer gene therapy protocols		PREVENTS	genotoxicity		Genotoxicity		gene therapy protocols		1
21375467	integration site analysis		PREVENTS	genotoxicity		Genotoxicity				1
21375467	development		PREVENTS	clonal expansion		Genotoxicity		safer vectors		1
21375467	safer gene therapy protocols		PREVENTS	clonal expansion		Genotoxicity		gene therapy protocols		1
21375467	integration site analysis		PREVENTS	clonal expansion		Genotoxicity				1
21375467	development		PREVENTS	HP:0001909	leukemia	Genotoxicity		safer vectors		1
21375467	safer gene therapy protocols		PREVENTS	HP:0001909	leukemia	Genotoxicity		gene therapy protocols		1
21375467	integration site analysis		PREVENTS	HP:0001909	leukemia	Genotoxicity				1
21843190	bone marrow transplant		TREATS	HP:0001888	lymphopenia	MONDO:0015974				1
21843190	bone marrow transplant		PREVENTS	HP:0031690	opportunistic infection	MONDO:0015974				1
22805442	bone marrow transplantation		TREATS	recurrent bronchitis		delayed-onset adenosine deaminase deficiency	with reduced intensity conditioning	reduced intensity conditioning		1
22805442	bone marrow transplantation		TREATS	bronchiectasia		delayed-onset adenosine deaminase deficiency	with reduced intensity conditioning	reduced intensity conditioning		1
22805442	bone marrow transplantation		TREATS	lymphopenia		delayed-onset adenosine deaminase deficiency	with reduced intensity conditioning	reduced intensity conditioning		1
22805442	bone marrow transplantation		TREATS	autoimmune thyroiditis		delayed-onset adenosine deaminase deficiency	with reduced intensity conditioning	reduced intensity conditioning		1
22805442	bone marrow transplantation		TREATS	neutropenia		delayed-onset adenosine deaminase deficiency	with reduced intensity conditioning	reduced intensity conditioning		1
22805442	engraftment		TREATS	delayed-onset adenosine deaminase deficiency						1
22805442	treatment		TREATS	delayed-onset adenosine deaminase deficiency			with busulfan	CHEBI:28901		1
22805442	treatment		TREATS	delayed-onset adenosine deaminase deficiency			with fludarabine	fludarabine		1
33374035	enzyme replacement therapy		TREATS	adenosine deaminase deficiency				enzyme replacement therapy		1
33374035	MAXO:0000747	allogenic or autologous hematopoietic stem cell transplantation (HSCT) with gene therapy	TREATS	adenosine deaminase deficiency			with gene therapy	gene therapy		1
33374035	haploidentical stem cell transplant		TREATS	adenosine deaminase deficiency		adenosine deaminase deficiency				1
33374035	prophylaxis		PREVENTS	graft-versus-host disease				CHEBI:4027		1
35643347	Enzyme replacement treatment		TREATS	Adenosine deaminase deficiency			with Adagen	Adagen		1
35643347	Enhanced solubilization of drug		PREVENTS	solubility issues		MONDO:0007064				1
35643347	Controlled release		PREVENTS	rapid metabolization		MONDO:0007064		Controlled release		1
35643347	Reduced immunogenicity		PREVENTS	immune response		Adenosine deaminase deficiency		Adenosine deaminase deficiency		1
35643347	Prolonged circulation		PREVENTS	quick elimination		MONDO:0007064				1
26602134	Urine Purine Metabolite Determination by UPLC-Tandem Mass Spectrometry		TREATS	HP:0034368	Urolithiasis	Inborn errors of purine metabolism				1
26602134	Urine Purine Metabolite Determination by UPLC-Tandem Mass Spectrometry		PREVENTS	Primary immune deficiency		Inborn errors of purine metabolism				1
26602134	UPLC-Tandem Mass Spectrometry		TREATS	Severe intellectual disability		Inborn errors of purine metabolism		Urine Purine Metabolite Determination		1
26602134	Urine Purine Metabolite Determination		TREATS	Neurological symptoms		Inborn errors of purine metabolism		UPLC-Tandem Mass Spectrometry		1
11435465	Ex vivo experiments		TREATS	TCR activation defects of T cells		MONDO:0015974				1
11435465	In vivo examination		TREATS	Severe depletion of T and B lymphocytes		MONDO:0015974				1
11435465	Ex vivo experiments		TREATS	T cell apoptosis in thymi		MONDO:0015974		CHEBI:16335		1
11435465	Ex vivo experiments		TREATS	Defects in T and B cell development		MONDO:0015974				1
29433935	MAXO:0001001	Gene therapy	TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	with Retroviral vector encoding the human ADA cDNA	Retroviral vector encoding the human ADA cDNA		1
29433935	MAXO:0001001	Gene therapy	TREATS	Impaired production and function of T, B, and NK cells		MONDO:0007064	with Retroviral vector encoding the human ADA cDNA	Retroviral vector encoding the human ADA cDNA		1
17614781	Autoimmune thyroiditis		TREATS	HP:0000872	Autoimmune thyroiditis	MONDO:0007064				1
17614781	Acquired hypothyroidism		TREATS	HP:0000832	Acquired hypothyroidism	MONDO:0007064				1
18597656	enzyme replacement therapy		TREATS	HP:0031690	opportunistic infections	MONDO:0007064		enzyme replacement therapy		1
18597656	bone marrow transplantation		TREATS	opportunistic infections		ADA-SCID				1
18597656	MAXO:0001001	gene therapy	TREATS	HP:0031690	opportunistic infections	MONDO:0007064	using retroviral vectors	retroviral vectors		1
18597656	MAXO:0001001	gene therapy	TREATS	HP:0031690	opportunistic infections	MONDO:0007064	recombinant adeno-associated virus-based	recombinant adeno-associated virus-based gene therapy		1
18597656	enzyme replacement therapy		TREATS	metabolic anomalies		MONDO:0007064		enzyme replacement therapy		1
18597656	MAXO:0010030	bone marrow transplantation	TREATS	metabolic anomalies		MONDO:0007064				1
18597656	MAXO:0001001	gene therapy	TREATS	metabolic anomalies		MONDO:0007064	using	retroviral vectors		1
18597656	MAXO:0001001	gene therapy	TREATS	metabolic anomalies		MONDO:0007064	recombinant adeno-associated virus-based	recombinant adeno-associated virus-based gene therapy		1
18597656	enzyme replacement therapy		TREATS	multiple organ system pathology		ADA-SCID		enzyme replacement therapy		1
18597656	bone marrow transplantation		TREATS	multiple organ system pathology		ADA-SCID		bone marrow transplantation		1
18597656	MAXO:0001001	gene therapy	TREATS	multiple organ system pathology		MONDO:0007064	using	retroviral vectors		1
18597656	MAXO:0001001	gene therapy	TREATS	multiple organ system pathology		MONDO:0007064	recombinant adeno-associated virus-based	recombinant adeno-associated virus-based gene therapy		1
24488786	Gene transfer into hematopoietic stem cells		TREATS	primary immunodeficiency diseases				gene transfer		1
24488786	Development and application of new generations		PREVENTS	HP:0002488	Acute leukemias	MONDO:0003778	new generations of	viral vectors		1
20493398	MAXO:0010030	bone marrow transplantation	TREATS	severe lymphopenia		MONDO:0007064				1
20493398	Enzyme replacement therapy		TREATS	severe lymphopenia		MONDO:0007064	with PEG-ADA	PEG-ADA		1
20493398	Autologous hematopoietic stem cell gene therapy		TREATS	severe lymphopenia		Adenosine deaminase deficiency	Autologous	hematopoietic stem cell gene therapy		1
9865602	T-cell-directed gene therapy		TREATS	ADA deficiency						1
9865602	stimulation with IL-4		TREATS	elevation of serum IgE level		MONDO:0007064	with IL-4	IL-4		1
9865602	stimulation with IL-4		TREATS	peripheral eosinophil count		MONDO:0007064	with IL-4	IL-4		1
21057082	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	accumulation of toxic metabolites		SCID		hematopoietic stem cell	toxic metabolites	1
21057082	enzyme replacement therapy		TREATS	accumulation of toxic metabolites		MONDO:0015974		pegylated bovine ADA (PEG-ADA)		1
21057082	MAXO:0000747	Hematopoietic stem cell transplantation	TREATS	decrease in circulating lymphocytes		MONDO:0015974		hematopoietic stem cell transplantation (HSCT)	CD19(+)	1
21057082	enzyme replacement therapy		PREVENTS	fatal outcome		MONDO:0015974	with pegylated bovine ADA (PEG-ADA)	pegylated bovine ADA (PEG-ADA)	fatal outcome in early infancy	1
21057082	MAXO:0000747	Hematopoietic stem cell transplantation	PREVENTS	T cell repertoires		SCID		hematopoietic stem cell	narrowing	1
21057082	enzyme replacement therapy		TREATS	narrowing T cell repertoires		MONDO:0015974		pegylated bovine ADA (PEG-ADA)		1
11060694	treatment		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064		PEG-ADA		1
36464395	early detection		PREVENTS	overdiagnosis risk		MONDO:0007064				1
15236670	Haematopoietic stem cell transplantation		TREATS	life-threatening infections		Severe combined immune deficiency		Haematopoietic stem cell transplantation		1
15236670	Haploidentical transplants		TREATS	life-threatening infections		Severe combined immune deficiency		Haploidentical transplants		1
15236670	Retroviral gene delivery		TREATS	life-threatening infections		Severe combined immune deficiency		Retroviral gene delivery		1
15236670	Ex vivo gene transfer		TREATS	life-threatening infections		MONDO:0015974				1
28319446	Bone-marrow transplant		TREATS	symptoms		MONDO:0007064	from a matched related donor	Bone-marrow transplant	immunologic and nonimmunologic	1
28319446	Ex vivo gene therapy of patient bone-marrow CD34+ cells		TREATS	immunologic and nonimmunologic symptoms		MONDO:0007064		GSK2696273		1
36719776	Transamniotic fetal administration		PREVENTS	Inherited metabolic disorders			with Human adenosine deaminase (ADA)	genetically modified hematopoietic stem cells		1
36719776	Transamniotic fetal administration		PREVENTS	Hemoglobinopathies				genetically modified hematopoietic stem cells	with Human adenosine deaminase (ADA)	1
36719776	Transamniotic fetal administration of genetically modified hematopoietic stem cells		PREVENTS	HP:0002721	Immune deficiency		with Human adenosine deaminase (ADA)	CHEBI:39048		1
10048399	autologous lymphocytes transduced with a human ADA gene		TREATS	adenosine deaminase deficiency		MONDO:0015974				1
24471251	In vivo modification		TREATS	gene-related diseases						1
24471251	Ex vivo modification		TREATS	gene-related diseases						1
24471251	Gene transfer protocols		TREATS	diseases		gene-related	with Retrovirus	Retrovirus	gene-related	1
24471251	Gene transfer protocols		TREATS	gene-related diseases			with Adenovirus	Adenovirus		1
24471251	Gene transfer protocols		TREATS	gene-related diseases		N/A	with Adeno-associated virus	Adeno-associated virus	N/A	1
31261096	Newborn screening		PREVENTS	increased risk of infections		MONDO:0015974				1
31261096	Protective isolation		PREVENTS	increased risk of infections		MONDO:0015974				1
31261096	Initiation of prophylactic antimicrobials		PREVENTS	increased risk of infections		MONDO:0015974	prophylactic	CHEBI:33281		1
31261096	blood product transfusions		PREVENTS	increased risk of infections		Severe Combined Immunodeficiency	Caution with	blood product		1
31261096	Avoidance of live vaccinations		PREVENTS	increased risk of infections		Severe Combined Immunodeficiency		live vaccinations		1
31261096	MAXO:0010030	bone marrow transplantation	TREATS	abnormal T-cell maturation		MONDO:0015974				1
31261096	MAXO:0000068	transplantation	TREATS	abnormal T-cell maturation		MONDO:0015974		Stem cell		1
31261096	Enzyme replacement		TREATS	abnormal T-cell maturation		Severe Combined Immunodeficiency		Enzyme		1
31261096	MAXO:0001001	Gene therapy	TREATS	abnormal T-cell maturation		MONDO:0015974		Gene therapy		1
26730942	Directed differentiation of murine PSCs		PREVENTS	abnormal pathology		Airway disease				1
26730942	intratracheal transplantation		TREATS	acute lung injury		Airway disease		alveolar-like macrophages		1
26730942	intratracheal transplantation		PROMOTES	recovery		Airway disease		alveolar-like macrophages	with granulocyte-macrophage colony-stimulating factor	1
10942363	stem cell transplantation		TREATS	severe immunodeficiency states		congenital immunodeficiencies	with fludarabine-melphalan-anti-lymphocyte globulin	fludarabine-melphalan-anti-lymphocyte globulin		1
10942363	conditioning therapy		TREATS	severe organ dysfunction		congenital immunodeficiencies				1
10942363	conditioning therapy		PREVENTS	acute graft-versus-host disease (GVHD)		congenital immunodeficiencies				1
10942363	nonmyeloablative preparative regimen		TREATS	immunodeficiency states		congenital immunodeficiencies		nonmyeloablative preparative regimen	severe	1
10942363	engraftment		TREATS	severe immunodeficiency states		congenital immunodeficiencies				1
10942363	immune reconstitution		TREATS	severe immunodeficiency states		congenital immunodeficiencies				1
