citation	maxo_id	maxo_label	hpo_id	maxo_relation	disease_id	disease_name
26060304	MAXO:0000943	deep brain stimulation	HP:0004305	TREATS	MONDO:0060491	Neurodevelopmental Disorder With Involuntary Movements
30691927	MAXO:0000167	anticonvulsant agent therapy	HP:0002069	TREATS	MONDO:0018274	Amish Infantile Epilepsy Syndrome
15184617	MAXO:0010119	dietary phytanic acid intake avoidance	MONDO:0009959	TREATS	MONDO:0009959	Refsum Disease, Infantile Form
29200009	MAXO:0000445	antifibrinolytic agent therapy	HP:0006298	PREVENTS	MONDO:0008668	Von Willebrand Disease, Type 1
29200009	MAXO:0000445	antifibrinolytic agent therapy	HP:0004846	PREVENTS	MONDO:0008668	Von Willebrand Disease, Type 1
21816832	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	MONDO:0013607	Immunodeficiency 21
21220679	MAXO:0000943	deep brain stimulation	HP:0001336	TREATS	MONDO:0008044	Myoclonic Dystonia
21825253	MAXO:0000943	deep brain stimulation	HP:0001336	TREATS	MONDO:0008044	Myoclonic Dystonia
9664084	MAXO:0010030	bone marrow transplantation	HP:0002721	TREATS	MONDO:0014334	Immunodeficiency 22
28411234	MAXO:0000905	benzodiazepine agent therapy	MONDO:0013166	TREATS	MONDO:0013166	Gaba-transaminase Deficiency
17200494	MAXO:0000065	aerobic exercise therapy	HP:0003701	TREATS	MONDO:0011787	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 5
8319716	MAXO:0010010	biotin supplementation	MONDO:0009666	TREATS	MONDO:0009666	Holocarboxylase Synthetase Deficiency
8319716	MAXO:0000603	peritoneal dialysis	MONDO:0009666	TREATS	MONDO:0009666	Holocarboxylase Synthetase Deficiency
11435464	MAXO:0000210	cholinesteriase inhibitor therapy	HP:0001324	TREATS	MONDO:0014584	Myasthenic Syndrome, Congenital, 3b, Fast-channel
11316696	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	MONDO:0008104	Noonan Syndrome 1
15956085	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	MONDO:0008104	Noonan Syndrome 1
8790089	MAXO:0001220	removal of lens	HP:0001083	TREATS	MONDO:0007947	Marfan Syndrome
5658866	MAXO:0001128	folic acid supplementation	HP:0002160	TREATS	MONDO:0009352	Homocystinuria Due To Cystathionine Beta-synthase Deficiency
12512044	MAXO:0001255	cholic acid supplementation	MONDO:0008967	TREATS	MONDO:0008967	Bile Acid Synthesis Defect, Congenital, 4
7542361	MAXO:0010030	bone marrow transplantation	HP:0002721	TREATS	MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm
28111307	MAXO:0009096	Janus kinase inhibitor therapy	HP:0001880	TREATS	MONDO:0033558	Autoinflammation, Immune Dysregulation, And Eosinophilia
26909497	MAXO:0000061	antibacterial agent therapy	HP:0002090	PREVENTS	MONDO:0010421	Agammaglobulinemia, X-linked
9544978	MAXO:0010030	bone marrow transplantation	HP:0002720	TREATS	MONDO:0007644	Immunoglobulin A Deficiency 1
9389690	MAXO:0010030	bone marrow transplantation	HP:0012156	TREATS	MONDO:0009974	Hemophagocytic Lymphohistiocytosis, Familial, 1
17018651	MAXO:0000780	human growth hormone replacement therapy	HP:0001510	PREVENTS	MONDO:0009061	Cystic Fibrosis
14769599	MAXO:0000169	anti-inflammatory agent therapy	HP:0000529	TREATS	MONDO:0011285	Macular Degeneration, Age-related, 1
20091517	MAXO:0010094	dietary phenylalanine intake avoidance	HP:0004923	TREATS	MONDO:0009861	Phenylketonuria
16783379	MAXO:0010030	bone marrow transplantation	HP:0001875	TREATS	MONDO:0010444	Anemia, X-linked, With Or Without Neutropenia And/or Platelet Abnormalities
21907011	MAXO:0000157	antiparkinson agent therapy	HP:0001300	TREATS	MONDO:0013653	Parkinson Disease 18
3995178	MAXO:0001077	splenectomy	HP:0001873	TREATS	MONDO:0010518	Wiskott-aldrich Syndrome
21067383	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000964	TREATS	MONDO:0010518	Wiskott-aldrich Syndrome
25292408	MAXO:0000603	peritoneal dialysis	HP:0000083	TREATS	MONDO:0010916	Polycystic Kidney Disease 3
31371124	MAXO:0001001	gene therapy	HP:0007269	TREATS	MONDO:0009669	Spinal Muscular Atrophy, Type I
36992422	MAXO:0001001	gene therapy	MONDO:0011382	TREATS	MONDO:0011382	Sickle Cell Anemia
25203083	MAXO:0000233	antimetabolite agent therapy	HP:0008346	TREATS	MONDO:0011382	Sickle Cell Anemia
7564233	MAXO:0030018	uncooked cornstarch supplementation	HP:0004915	TREATS	MONDO:0009216	Fanconi-bickel Syndrome
26933038	MAXO:0000187	beta-adrenergic antagonist therapy	HP:0001714	TREATS	MONDO:0010292	Uruguay Faciocardiomusculoskeletal Syndrome
32754920	MAXO:0000760	vitamin B12 supplementation	MONDO:0009613	TREATS	MONDO:0009613	Methylmalonic Aciduria, Cbla Type
32754920	MAXO:0010006	carnitine supplementation	MONDO:0009613	TREATS	MONDO:0009613	Methylmalonic Aciduria, Cbla Type
27491360	MAXO:0001001	gene therapy	MONDO:0009549	TREATS	MONDO:0009549	Stargardt Disease 1
12499475	MAXO:0000482	orthotic device usage	HP:0007340	TREATS	MONDO:0012014	Charcot-marie-tooth Disease, Recessive Intermediate A
28007989	MAXO:0010022	uridine supplementation	HP:0001250	TREATS	MONDO:0014647	Epileptic Encephalopathy, Early Infantile, 50
8097803	MAXO:0001175	liver transplantation	HP:0011034	TREATS	MONDO:0007100	Amyloidosis Vii
26909497	MAXO:0001480	immunoglobulin infusion therapy	HP:0004432	TREATS	MONDO:0010421	Agammaglobulinemia, X-linked
28400115	MAXO:0010042	thymic transplantation	HP:0000777	TREATS	MONDO:0008564	Digeorge Syndrome
26320108	MAXO:0000474	implantable cardioverter-defibrillator placement	HP:0004308	PREVENTS	MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9
29084731	MAXO:0000185	antiarrythmic agent therapy	HP:0004308	PREVENTS	MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9
15474813	MAXO:0000960	viscocanalostomy	HP:0012108	TREATS	MONDO:0007665	Glaucoma, Primary Open Angle
28237137	MAXO:0001082	trabeculectomy	HP:0012108	TREATS	MONDO:0007665	Glaucoma, Primary Open Angle
29478819	MAXO:0000933	enzyme replacement or supplementation therapy	HP:0003541	TREATS	MONDO:0009662	Mucopolysaccharidosis Type Vii
9543069	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0003541	TREATS	MONDO:0009662	Mucopolysaccharidosis Type Vii
