citation	maxo_id	maxo_label	hpo_id	maxo_relation	disease_id	disease_name
20301556	MAXO:0009015	botulinum toxin therapy	HP:0006986	TREATS	MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive
32352694	MAXO:0001055	gonadectomy	HP:0000149	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0001055	gonadectomy	HP:0000149	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0001967	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0003774	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0001967	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000652	ACE inhibitor therapy	HP:0003774	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0003774	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0001967	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0003774	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0001967	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0001967	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	MONDO:0009733	Nephrotic Syndrome, Type 4
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0001967	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0003774	TREATS	MONDO:0008682	Denys-drash Syndrome
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	MONDO:0007635	Frasier Syndrome
32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	MONDO:0007635	Frasier Syndrome
22934316	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	TREATS	MONDO:0012589	Pitt-hopkins Syndrome
20301450	MAXO:0001124	anticholesteric agent therapy	HP:0001396	TREATS	MONDO:0012439	Alagille Syndrome 2
20301656	MAXO:0000061	antibacterial agent therapy	HP:0002718	TREATS	MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency
20301656	MAXO:0000168	antiviral agent therapy	HP:0004429	TREATS	MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency
20301656	MAXO:0000174	anti-fungal agent therapy	HP:0002841	TREATS	MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency
25719192	MAXO:0000294	antithyroid agent therapy	HP:0000836	TREATS	MONDO:0018919	Mccune-albright Syndrome
25719192	MAXO:0000234	aromatase inhibitor agent therapy	HP:0000826	TREATS	MONDO:0018919	Mccune-albright Syndrome
25719192	MAXO:0000283	hormone modifying therapy	HP:0000845	TREATS	MONDO:0018919	Mccune-albright Syndrome
25719192	MAXO:0001030	adrenalectomy	HP:0003118	TREATS	MONDO:0018919	Mccune-albright Syndrome
20301703	MAXO:0009025	cochlear device implantation	HP:0008527	TREATS	MONDO:0008670	Waardenburg Syndrome, Type 1
26110198	MAXO:0000061	antibacterial agent therapy	HP:0200042	TREATS	MONDO:0008221	Prolidase Deficiency
20301621	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	MONDO:0008953	Zellweger Syndrome
20301621	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	MONDO:0009959	Refsum Disease, Infantile Form
20301621	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0010696	TREATS	MONDO:0008736	Peroxisome Biogenesis Disorder 2b
20301621	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000518	TREATS	MONDO:0008953	Zellweger Syndrome
20301621	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	MONDO:0008736	Peroxisome Biogenesis Disorder 2b
20301621	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	MONDO:0008953	Zellweger Syndrome
20301556	MAXO:0000160	antidepressant agent therapy	HP:0000712	TREATS	MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive
8498830	MAXO:0000946	neurosurgical procedure	HP:0001057	TREATS	MONDO:0010533	Arts Syndrome
27077170	MAXO:0000946	neurosurgical procedure	HP:0001057	TREATS	MONDO:0013895	Adams-oliver Syndrome 3
20301434	MAXO:0000448	surgical resection	HP:0011781	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000448	surgical resection	HP:0002897	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000448	surgical resection	HP:0002865	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000429	external beam radiation therapy	HP:0002897	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000429	external beam radiation therapy	HP:0002865	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000448	surgical resection	HP:0000843	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000294	antithyroid agent therapy	HP:0011781	TREATS	MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia
20301434	MAXO:0000448	surgical resection	HP:0011781	TREATS	MONDO:0008082	Multiple Endocrine Neoplasia, Type Iib
20301434	MAXO:0000429	external beam radiation therapy	HP:0002865	TREATS	MONDO:0008082	Multiple Endocrine Neoplasia, Type Iib
20301644	MAXO:0000930	speech therapy	HP:0001260	TREATS	MONDO:0012098	Spinocerebellar Ataxia 20
20301644	MAXO:0000930	speech therapy	HP:0001618	TREATS	MONDO:0012098	Spinocerebellar Ataxia 20
20301644	MAXO:0000011	physical therapy	HP:0002066	TREATS	MONDO:0012098	Spinocerebellar Ataxia 20
29389098	MAXO:0010113	dietary phosphate intake avoidance	HP:0002905	TREATS	MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial
29389098	MAXO:0000448	surgical resection	HP:0003761	TREATS	MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial
29389098	MAXO:0010113	dietary phosphate intake avoidance	HP:0003761	TREATS	MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial
29389098	MAXO:0000277	phosphate binders agent therapy	HP:0003761	TREATS	MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial
29389098	MAXO:0000221	NSAID therapy	HP:0100774	TREATS	MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial
20301510	MAXO:0000653	angiotensin-receptor blocker therapy	HP:0002616	PREVENTS	MONDO:0007947	Marfan Syndrome
20301568	MAXO:0000500	airway management	HP:0000158	TREATS	MONDO:0007534	Beckwith-wiedemann Syndrome
20301282	MAXO:0010103	dietary trimethylamine intake avoidance	HP:0003614	PREVENTS	MONDO:0011182	Trimethylaminuria
20301282	MAXO:0010105	dietary trimethylamine N-oxide intake avoidance	HP:0003614	PREVENTS	MONDO:0011182	Trimethylaminuria
20301282	MAXO:0010104	dietary choline intake avoidance	HP:0003614	PREVENTS	MONDO:0011182	Trimethylaminuria
20301282	MAXO:0000077	behavioral counseling	HP:0000716	TREATS	MONDO:0011182	Trimethylaminuria
27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
27489925	MAXO:0009015	botulinum toxin therapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
27489925	MAXO:0000943	deep brain stimulation	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
20301636	MAXO:0001110	tumorectomy	HP:0006880	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0001110	tumorectomy	HP:0009713	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000453	laser ablation therapy	HP:0009711	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000455	cryosurgery	HP:0009711	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000429	external beam radiation therapy	HP:0009711	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000448	surgical resection	HP:0009711	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0001110	tumorectomy	HP:0005584	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0001065	nephrectomy	HP:0005584	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000455	cryosurgery	HP:0005584	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000447	surgical excision	HP:0002666	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0001110	tumorectomy	HP:0002894	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000447	surgical excision	HP:0001737	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000058	pharmacotherapy	HP:0002666	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000058	pharmacotherapy	HP:0005584	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000058	pharmacotherapy	HP:0006880	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000058	pharmacotherapy	HP:0009713	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0000058	pharmacotherapy	HP:0009713	PREVENTS	MONDO:0008667	Von Hippel-lindau Syndrome
20301556	MAXO:0000275	urinary antispasmodic agent therapy	HP:0000012	TREATS	MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive
9435328	MAXO:0000905	benzodiazepine agent therapy	HP:0000825	TREATS	MONDO:0011236	Hyperinsulinemic Hypoglycemia, Familial, 3
11489939	MAXO:0000905	benzodiazepine agent therapy	HP:0000825	TREATS	MONDO:0012382	Hyperinsulinemic Hypoglycemia, Familial, 4
11489939	MAXO:0000742	thiazide diuretic agent therapy	HP:0000825	TREATS	MONDO:0012382	Hyperinsulinemic Hypoglycemia, Familial, 4
9042911	MAXO:0010022	uridine supplementation	MONDO:0009797	TREATS	MONDO:0009797	Orotic Aciduria
22922874	MAXO:0010029	methylcobalamin supplementation	MONDO:0013925	TREATS	MONDO:0013925	Methylmalonic Aciduria And Homocystinuria, Cblj Type
27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	MONDO:0009419	Woodhouse-sakati Syndrome
31751110	MAXO:0010034	corneal transplantation	HP:0007759	TREATS	MONDO:0008783	Tangier Disease
20301540	MAXO:0000504	tracheostomy	HP:0002093	TREATS	MONDO:0008547	Thanatophoric Dysplasia, Type Ii
20301540	MAXO:0000504	tracheostomy	HP:0002093	TREATS	MONDO:0008546	Thanatophoric Dysplasia, Type I
25381298	MAXO:0000434	calcium channel blocking agent therapy	HP:0001324	TREATS	MONDO:0014590	Myasthenic Syndrome, Congenital, 18
20579626	MAXO:0000954	bisphosphonate agent therapy	HP:0040160	TREATS	MONDO:0013460	Osteogenesis Imperfecta, Type Xii
23561803	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	MONDO:0014081	Card11 Immunodeficiency
23374270	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	MONDO:0014081	Card11 Immunodeficiency
20301570	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	MONDO:0009561	Mannosidosis, Alpha B, Lysosomal
20301570	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0009561	TREATS	MONDO:0009561	Mannosidosis, Alpha B, Lysosomal
20301608	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0011399	TREATS	MONDO:0011399	Alpha-thalassemia
20301608	MAXO:0000756	blood transfusion	HP:0004840	TREATS	MONDO:0011399	Alpha-thalassemia
20301608	MAXO:0001225	iron chelator agent therapy	MONDO:0011399	TREATS	MONDO:0011399	Alpha-thalassemia
30358967	MAXO:0010024	essential fatty acid supplementation	HP:0002630	TREATS	MONDO:0008692	Abetalipoproteinemia
30358967	MAXO:0001135	fat soluble vitamin supplementation	HP:0002630	TREATS	MONDO:0008692	Abetalipoproteinemia
35940643	MAXO:0001001	gene therapy	MONDO:0013395	TREATS	MONDO:0013395	Retinitis Pigmentosa 4
24676636	MAXO:0000601	renal dialysis	HP:0003774	TREATS	MONDO:0014462	Focal Segmental Glomerulosclerosis 8
24253200	MAXO:0010016	riboflavin supplementation	HP:0007141	TREATS	MONDO:0013867	Brown-vialetto-van Laere Syndrome 2
20301546	MAXO:0000011	physical therapy	HP:0001371	PREVENTS	MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy
20301546	MAXO:0000482	orthotic device usage	HP:0003690	TREATS	MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy
20301546	MAXO:0000166	antipsychotic agent therapy	HP:0000709	TREATS	MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy
20301348	MAXO:0000167	anticonvulsant agent therapy	HP:0002133	TREATS	MONDO:0011297	Epilepsy, Nocturnal Frontal Lobe, 2
20301348	MAXO:0000942	vagus nerve stimulation	HP:0002133	TREATS	MONDO:0011297	Epilepsy, Nocturnal Frontal Lobe, 2
11104662	MAXO:0000942	vagus nerve stimulation	HP:0001250	TREATS	MONDO:0011545	Epilepsy, Nocturnal Frontal Lobe, 3
11104662	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	TREATS	MONDO:0011545	Epilepsy, Nocturnal Frontal Lobe, 3
20301348	MAXO:0000167	anticonvulsant agent therapy	HP:0002133	TREATS	MONDO:0014002	Epilepsy, Nocturnal Frontal Lobe, 5
20301348	MAXO:0000942	vagus nerve stimulation	HP:0002133	TREATS	MONDO:0014002	Epilepsy, Nocturnal Frontal Lobe, 5
21524210	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0009194	TREATS	MONDO:0009194	Immunodeficiency 32b
21540551	MAXO:0010012	coenzyme Q10 supplementation	MONDO:0013836	TREATS	MONDO:0013836	Coenzyme Q10 Deficiency, Primary, 6
21407258	MAXO:0000954	bisphosphonate agent therapy	HP:0000939	TREATS	MONDO:0009820	Osteoporosis-pseudoglioma Syndrome
35393770	MAXO:0000954	bisphosphonate agent therapy	HP:0000939	TREATS	MONDO:0009820	Osteoporosis-pseudoglioma Syndrome
28357411	MAXO:0000943	deep brain stimulation	HP:0004305	TREATS	MONDO:0060491	Neurodevelopmental Disorder With Involuntary Movements
15502825	MAXO:0000942	vagus nerve stimulation	HP:0002069	TREATS	MONDO:0018274	Amish Infantile Epilepsy Syndrome
20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	MONDO:0014434	Bardet-biedl Syndrome 5
28657829	MAXO:0001262	micronutrient supplementation	HP:0001510	TREATS	MONDO:0009174	Enteropathy, Protein-losing
28657829	MAXO:0001129	vitamin supplementation	HP:0001510	TREATS	MONDO:0009174	Enteropathy, Protein-losing
22405088	MAXO:0000237	retinoid agent therapy	HP:0000982	TREATS	MONDO:0019014	Palmoplantar Keratoderma, Mutilating, With Periorificial Keratoticplaques
22405088	MAXO:0000237	retinoid agent therapy	HP:0000989	TREATS	MONDO:0019014	Palmoplantar Keratoderma, Mutilating, With Periorificial Keratoticplaques
21255763	MAXO:0000908	phosphodiesterase inhibitor therapy	HP:0002092	TREATS	MONDO:0013458	Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis
20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	MONDO:0014446	Bardet-biedl Syndrome 18
19375058	MAXO:0010012	coenzyme Q10 supplementation	HP:0003128	TREATS	MONDO:0013840	Coenzyme Q10 Deficiency, Primary, 5
20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	MONDO:0014447	Bardet-biedl Syndrome 19
20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	MONDO:0014926	Bardet-biedl Syndrome 20
34664020	MAXO:0010119	dietary phytanic acid intake avoidance	MONDO:0009959	TREATS	MONDO:0009959	Refsum Disease, Infantile Form
34664020	MAXO:0001142	docosahexaenoic acid supplementation	MONDO:0009959	TREATS	MONDO:0009959	Refsum Disease, Infantile Form
34664020	MAXO:0001255	cholic acid supplementation	MONDO:0009959	TREATS	MONDO:0009959	Refsum Disease, Infantile Form
27743390	MAXO:0000760	vitamin B12 supplementation	HP:0001903	TREATS	MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis
27743390	MAXO:0001128	folic acid supplementation	HP:0001903	TREATS	MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis
27743390	MAXO:0000108	iron supplementation	HP:0001903	TREATS	MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis
20301765	MAXO:0000446	desmopressin agent therapy	HP:0012147	TREATS	MONDO:0008668	Von Willebrand Disease, Type 1
2063868	MAXO:0001175	liver transplantation	MONDO:0013000	TREATS	MONDO:0013000	Porphyria, Acute Hepatic
20301656	MAXO:0010030	bone marrow transplantation	HP:0004430	TREATS	MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency
20301656	MAXO:0000933	enzyme replacement or supplementation therapy	HP:0004430	TREATS	MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency
22996659	MAXO:0000441	granulocyte colony stimulating factor agent therapy	HP:0001875	TREATS	MONDO:0013607	Immunodeficiency 21
19075392	MAXO:0000747	hematopoietic stem cell transplantation	HP:0004430	TREATS	MONDO:0014423	Immunodeficiency 26 With Or Without Neurologic Abnormalities
8498830	MAXO:0009025	cochlear device implantation	HP:0000365	TREATS	MONDO:0010533	Arts Syndrome
28575652	MAXO:0000237	retinoid agent therapy	HP:0010783	TREATS	MONDO:0033014	Erythrokeratodermia Variabilis Et Progressiva 4
