Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
36992422			autologous hematopoietic stem-cell transplant	[]	treats			morbidity	[]			beta-hemoglobinopathies	[('MONDO:0017319', 'hemoglobinopathies'), ('MONDO:0008974', 'hem')]	with gene therapy (hsct-gt)	chebi:73896	not explicitly mentioned	1
36992422			allogeneic hsct	[('MAXO:0000747', 'HSCT')]	treats			morbidity	[]			beta-hemoglobinopathies	[('MONDO:0017319', 'hemoglobinopathies'), ('MONDO:0008974', 'hem')]				1
36992422			clinical trials	[]	treats			morbidity	[]			beta-hemoglobinopathies	[('MONDO:0017319', 'hemoglobinopathies'), ('MONDO:0008974', 'hem')]		gene therapy		1
9389690			bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			overwhelming activation of t lymphocytes and macrophages	[]			familial hemophagocytic lymphohistiocytosis	[('MONDO:0017319', 'familial hemophagocytic lymphohistiocytosis'), ('MONDO:0008974', 'familial hemophagocytic lymphohistiocytosis')]		bone marrow transplantation (bmt)		1
9389690			t-cell depletion	[]	treats			graft-versus-host disease (gvhd)	[]	mondo:0009974	familial hemophagocytic lymphohistiocytosis		[]				1
9389690	maxo:0000757	infusion		[]	treats			graft rejection	[]	mondo:0009974	familial hemophagocytic lymphohistiocytosis		[]		antiadhesion antibodies		1
9389690	maxo:0000750	conditioning regimen		[]	treats			graft rejection	[]	mondo:0009974	familial hemophagocytic lymphohistiocytosis		[]		chebi:41264		1
24645144			treatment	[]	treats	hp:0001250	seizures		[]			epilepsy due to pnpo mutations	[('MONDO:0005027', 'epilepsy'), ('MONDO:0005027', 'epilepsy')]		chebi:16709	neonatal onset	1
24645144			treatment	[]	treats			neonatal onset seizures	[('HP:0001250', 'Seizure'), ('HP:0001250', 'Seizures')]			epilepsy due to pnpo mutations	[('MONDO:0005027', 'epilepsy'), ('MONDO:0005027', 'epilepsy')]		chebi:18405		1
24645144			treatment	[]	treats	hp:0012469	infantile spasms		[]			epilepsy due to pnpo mutations	[('MONDO:0005027', 'epilepsy'), ('MONDO:0005027', 'epilepsy')]		chebi:18405		1
24645144			treatment with pyridoxine	[]	treats			seizures starting under 3 months of age	[('HP:0001250', 'Seizure'), ('HP:0001250', 'Seizures')]			epilepsy due to pnpo mutations	[('MONDO:0005027', 'epilepsy'), ('MONDO:0005027', 'epilepsy')]		chebi:16709		1
24645144			treatment	[]	treats			worsening of symptoms	[]			epilepsy due to pnpo mutations	[('MONDO:0005027', 'epilepsy'), ('MONDO:0005027', 'epilepsy')]		chebi:18405		1
24253200			oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats			progressive pontobulbar palsy	[('HP:0003676', 'Progressive')]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			high-dose oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0000407	sensorineural hearing loss		[]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			high-dose oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0002093	respiratory insufficiency		[]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0010871	sensory ataxia		[]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats			weakness of the upper limbs	[('HP:0025406', 'Weakness')]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			high-dose oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats			severe weakness of axial muscles	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose	chebi:17015		1
24253200			high-dose oral riboflavin therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0000648	optic atrophy		[]	mondo:0008891	brown-vialetto-van laere syndrome		[]	high-dose oral	chebi:17015		1
21825253			pallidal deep brain stimulation	[('MAXO:0000943', 'deep brain stimulation')]	treats			psychiatric symptoms	[]			myoclonus-dystonia	[('MONDO:0000903', 'myoclonus-Dystonia'), ('MONDO:0000903', 'myoclonus-dystonia')]				1
7895015			monotherapy	[]	treats			clusters of brief nocturnal motor seizures	[('HP:0001250', 'Seizure'), ('HP:0001250', 'Seizures')]	mondo:0020300	autosomal dominant nocturnal frontal lobe epilepsy		[]		chebi:3387		1
7895015			genetic counselling	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0020300	autosomal dominant nocturnal frontal lobe epilepsy		[]				1
7895015			ictal video-eeg studies	[('MAXO:0000932', 'EEG')]	treats			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0020300	autosomal dominant nocturnal frontal lobe epilepsy		[]				1
7895015			neuro-imaging	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0020300	autosomal dominant nocturnal frontal lobe epilepsy		[]				1
7895015			interictal eeg studies	[('MAXO:0000932', 'EEG')]	unhelpful in			diagnosing autosomal dominant nocturnal frontal lobe epilepsy	[('HP:0000006', 'Autosomal dominant'), ('HP:0001250', 'Epilepsy')]			autosomal dominant nocturnal frontal lobe epilepsy	[('MONDO:0005027', 'autosomal dominant nocturnal frontal lobe epilepsy'), ('MONDO:0005027', 'epilepsy')]	interictal	eeg studies		1
29200009			use of antifibrinolytic agents	[]	prevents	hp:0003256	coagulopathy		[]			excessive fibrinolysis	[]		chebi:48675		1
29200009			use of antifibrinolytic agents	[]	prevents			bleeding	[]			excessive fibrinolysis	[]		antifibrinolytic agents		1
29200009			use of antifibrinolytic agents	[]	prevents			inflammatory responses	[]			excessive fibrinolysis	[]		chebi:48675		1
29200009			administration of tranexamic acid	[]	prevents			bleeding	[]			excessive fibrinolysis	[]	with tranexamic acid	chebi:48669		1
29716835			enzyme replacement therapy	[('MAXO:0001298', 'therapy')]	treats			accumulation	[]	mondo:0009561	alpha-mannosidosis		[]		velmanase alfa	mannose-rich oligosaccharides	1
29716835			enzyme replacement therapy	[('MAXO:0001298', 'therapy')]	prevents	hp:0003812	clinical heterogeneity		[]	mondo:0009561	alpha-mannosidosis		[]	with velmanase alfa	velmanase alfa		1
21067383	maxo:0000756	transfusion		[]	treats	hp:0001873	thrombocytopenia		[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]		autologously genetically modified hematopoietic stem cells		1
21067383			transfusion	[('MAXO:0000756', 'transfusion')]	treats			eczema	[('HP:0000964', 'Eczema'), ('HP:0000964', 'Eczema')]			wiskott-aldrich syndrome	[('MONDO:0002254', 'Wiskott-Aldrich syndrome'), ('MONDO:0010247', 'Wiskott-Aldrich syndrome')]		autologously genetically modified hematopoietic stem cells		1
21067383	maxo:0000756	transfusion		[]	treats	hp:0002960	autoimmunity		[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]		autologously genetically modified hematopoietic stem cells		1
21067383	maxo:0000756	transfusion		[]	treats	hp:0001892	hemorrhagic diathesis		[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]		autologously genetically modified hematopoietic stem cells		1
21067383	maxo:0000756	transfusion		[]	prevents			predisposition to severe infection	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0010518	wiskott-aldrich syndrome (was)		[]		autologously genetically modified hematopoietic stem cells		1
27491360			human clinical trials	[]	treats			stargardt disease	[]				[]		novel therapies		1
12555938			introduction of a ketogenic diet	[('MAXO:0000088', 'diet')]	treats	hp:0001250	seizures		[]	mondo:0000188	glut1 deficiency syndrome		[]		ketogenic diet		1
12555938			ketosis	[]	treats			unexplained hypoglycorrhachia	[('HP:0011972', 'Hypoglycorrhachia')]	mondo:0000188	glut1 deficiency syndrome		[]	initiated by fasting	fasting		1
12555938			long-chain fat emulsion	[]	treats	hp:0001508	failure to thrive		[]	mondo:0000188	glut1 deficiency syndrome		[]	with long-chain triglycerides	long-chain triglycerides		1
12555938			introduction of a ketogenic diet	[('MAXO:0000088', 'diet')]	prevents	hp:0000787	renal stones		[]	mondo:0000188	glut1 deficiency syndrome		[]		ketogenic diet		1
25203083			daily oral prophylactic penicillin	[]	prevents			infections	[]	mondo:0007374	sickle cell disease (scd)		[]	with penicillin	chebi:17334		1
25203083			annual transcranial doppler examinations	[]	prevents	hp:0001297	stroke		[]	mondo:0007374	sickle cell disease (scd)		[]				1
25203083			long-term blood transfusions	[('MAXO:0000756', 'blood transfusion'), ('MAXO:0000756', 'transfusion')]	treats			severe vasoocclusive crises	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0007374	sickle cell disease (scd)		[]				1
25203083			rapid initiation of opioids	[]	treats			severe pain	[('HP:0012531', 'Pain'), ('HP:0012531', 'Pain')]	mondo:0007374	sickle cell disease (scd)		[]		opioids		1
25203083			use of incentive spirometry	[]	treats			acute chest syndrome	[('HP:0011009', 'Acute')]	mondo:0007374	sickle cell disease (scd)		[]		incentive spirometry		1
25203083			use of analgesics	[]	treats	hp:0010885	avascular necrosis		[]	mondo:0007374	sickle cell disease (scd)		[]		chebi:35480		1
25203083	maxo:0000011	physical therapy		[]	treats	hp:0010885	avascular necrosis		[]	mondo:0007374	sickle cell disease (scd)		[]				1
25203083	maxo:0000652	angiotensin-converting enzyme inhibitor therapy		[]	treats	hp:0012594	microalbuminuria		[]	mondo:0007374	sickle cell disease (scd)		[]		chebi:35457		1
25203083			referral to expert specialists for laser photocoagulation	[]	treats			proliferative sickle cell retinopathy	[('HP:0000488', 'Retinopathy')]	mondo:0007374	sickle cell disease (scd)		[]				1
25203083	maxo:0010203	echocardiography		[]	treats			signs of pulmonary hypertension	[('HP:0000822', 'Hypertension')]	mondo:0007374	sickle cell disease (scd)		[]				1
25203083			hydroxyurea therapy	[('MAXO:0001298', 'therapy')]	treats			severe vasoocclusive crises	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]				[]	with hydroxyurea	chebi:44423		1
25203083			preoperative transfusion therapy	[('MAXO:0000756', 'transfusion'), ('MAXO:0001298', 'therapy')]	treats			severe vasooc	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]				[]	preoperative	transfusion therapy		1
11435464			mutational screening	[]	treats			joint contractures	[('HP:0034392', 'Joint contracture'), ('HP:0034392', 'Contracture')]			arthrogryposis multiplex congenita	[('MONDO:0007157', 'arthrogryposis multiplex congenita'), ('MONDO:0015168', 'arthrogryposis multiplex congenita')]				1
11435464			expression studies	[]	treats			limitation of movement during fetal development	[]	mondo:0015168	arthrogryposis multiplex congenita		[]				1
15956085			treatment	[]	treats	hp:0004322	short stature		[]	mondo:0018997	noonan syndrome		[]		hgh		1
15956085			treatment	[]	treats			reduced growth velocity	[]	mondo:0018997	noonan syndrome		[]		hgh		1
15956085			treatment	[]	treats			smaller increment in igf-i levels	[]	mondo:0018997	noonan syndrome		[]	with human gh (hgh)	human gh (hgh)		1
20140965			surgical decompression	[]	treats			entrapment and dysfunction of cranial nerves i, ii, v, vii, and viii	[]	mondo:0007765	hyperostosis cranialis interna		[]				1
20140965			surgical decompression	[]	treats			facial and vestibulocochlear nerve dysfunction	[]	mondo:0007765	hyperostosis cranialis interna		[]				1
29478819			treatment	[]	treats			increased ugag excretion	[]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]		vestronidase alfa		1
29478819			treatment	[]	treats			dermatan sulfate elevation	[]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]		vestronidase alfa		1
29478819			pediatric quality of life inventory multidimensional fatigue scale assessment	[]	treats	hp:0012378	fatigue		[]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]				1
26909497			replacement immunoglobulin therapy	[('MAXO:0001298', 'therapy')]	treats			increased susceptibility to encapsulated bacteria	[]	mondo:0010421	x-linked agammaglobulinemia		[]	with immunoglobulin	immunoglobulin		1
26909497			aggressive management of intercurrent infections	[]	treats			increased susceptibility to encapsulated bacteria	[]	mondo:0010421	x-linked agammaglobulinemia		[]				1
26909497			prophylactic antimicrobials	[]	treats			increased susceptibility	[]			x-linked agammaglobulinemia	[('MONDO:0002486', 'X-linked agammaglobulinemia'), ('MONDO:0010421', 'agammaglobulinemia')]		antimicrobials	encapsulated bacteria	1
26909497			replacement immunoglobulin therapy	[('MAXO:0001298', 'therapy')]	prevents			absent circulating b cells in the peripheral blood	[('HP:0030252', 'Absent circulating B cells'), ('HP:0030646', 'Peripheral')]	mondo:0010421	x-linked agammaglobulinemia		[]	with immunoglobulin	immunoglobulin		1
28400115			thymus transplantation	[('MAXO:0000068', 'thymus transplantation'), ('MAXO:0010042', 'transplantation')]	treats			viral infections	[]	mondo:0015286	complete digeorge syndrome (cdgs)		[]				1
28400115			antibiotic prophylaxis cessation	[]	prevents			viral infections	[]			complete digeorge syndrome	[('MONDO:0002254', 'syndrome'), ('MONDO:0008564', 'DiGeorge syndrome')]				1
28400115			immunoglobulin replacement cessation	[]	prevents			viral infections	[]	mondo:0015286	complete digeorge syndrome (cdgs)		[]		immunoglobulin replacement		1
28400115			treatment for autoimmune hemolysis	[]	treats			autoimmune hemolysis	[]	mondo:0015286	complete digeorge syndrome (cdgs)		[]				1
28400115			treatment for thyroiditis	[]	treats	hp:0100646	thyroiditis		[]	mondo:0015286	complete digeorge syndrome (cdgs)		[]				1
28400115			treatment for neutropenia	[]	treats	hp:0001875	neutropenia		[]	mondo:0015286	complete digeorge syndrome (cdgs)		[]				1
27192671			administration of danazol orally	[]	treats	hp:0005528	bone marrow failure		[]	mondo:0100137	telomere diseases		[]	with danazol	chebi:4315		1
27192671			administration of danazol orally	[]	treats	hp:0001394	liver cirrhosis		[]	mondo:0100137	telomere diseases		[]	with danazol	chebi:4315		1
27192671			administration of danazol orally	[]	treats	hp:0002206	pulmonary fibrosis		[]	mondo:0100137	telomere diseases		[]	with danazol	chebi:4315		1
27192671			administration of danazol orally	[]	treats			increased susceptibility to cancer	[('HP:0002664', 'Cancer')]	mondo:0100137	telomere diseases		[]	with danazol	chebi:4315		1
27192671			administration of danazol orally	[]	prevents			telomere attrition	[]	mondo:0100137	telomere diseases		[]	with danazol	chebi:4315		1
27192671			hematologic response evaluation	[]	treats	hp:0005528	bone marrow failure		[]	mondo:0100137	telomere diseases		[]				1
27192671			measurement of telomere attrition	[]	prevents			telomere attrition	[]	mondo:0100137	telomere diseases		[]				1
9543069			allogeneic bmt	[]	treats			dyspnea on exertion	[('HP:0002094', 'Dyspnea')]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]				1
9543069			allogeneic bmt	[]	treats			severe snoring	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]		bmt		1
9543069			allogeneic bmt	[]	treats	hp:0002321	vertigo		[]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]				1
9543069			allogeneic bmt	[]	treats			recurrent infections of the upper respiratory tract	[('HP:0002719', 'Recurrent infections'), ('HP:0002719', 'Recurrent infections')]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]	allogeneic	bmt		1
9543069			allogeneic bmt	[]	treats	hp:0040268	recurrent infections of the middle ears		[]	mondo:0009662	sly disease (mucopolysaccharidosis vii)		[]				1
9544978			allogeneic bone marrow transplant (bmt)	[]	treats	hp:0006775	multiple myeloma		[]	mondo:0009693	multiple myeloma		[]				1
9544978			combination	[]	prevents			anaphylactic transfusion reactions	[]	mondo:0009693	multiple myeloma		[]		iga-deficient and washed blood components		1
9544978			iga-reduced intravenous immunoglobulin	[]	prevents			anaphylactic transfusion reactions	[]	mondo:0009693	multiple myeloma		[]	with intravenous immunoglobulin	intravenous immunoglobulin		1
17200494			endurance training	[]	treats			reduced exercise performance	[]	mondo:0011787	limb-girdle muscular dystrophy type 2i (lgmd2i)		[]				1
17200494			aerobic training	[]	treats			reduced daily function	[]	mondo:0011787	limb-girdle muscular dystrophy type 2i (lgmd2i)		[]				1
15622525			ketogenic diet	[('MAXO:0000088', 'diet')]	treats			infantile seizures	[('HP:0001250', 'Seizure'), ('HP:0001250', 'Seizures')]	mondo:0011724	glut-1 deficiency syndrome		[]		ketogenic diet		1
3995178	maxo:0001077	splenectomy		[]	treats	hp:0001873	thrombocytopenia		[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]				1
3995178	maxo:0001077	splenectomy		[]	treats			reduced platelet size	[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]				1
3995178	maxo:0001077	splenectomy		[]	treats			elevated platelet-associated immunoglobulin g (paigg)	[]	mondo:0010518	wiskott-aldrich syndrome (was)		[]				1
7542361			allogeneic bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			x-linked hyper-igm syndrome	[('HP:0001417', 'X-linked')]				[]				1
21220679			bilateral deep brain stimulation of the internal pallidum	[('MAXO:0000943', 'deep brain stimulation')]	treats	hp:0001336	myoclonus		[]	mondo:0000903	myoclonus-dystonia		[]				1
21220679			bilateral deep brain stimulation of the internal pallidum	[('MAXO:0000943', 'deep brain stimulation')]	treats	hp:0001332	dystonia		[]	mondo:0000903	myoclonus-dystonia		[]				1
21220679			bilateral deep brain stimulation of the internal pallidum	[('MAXO:0000943', 'deep brain stimulation')]	treats			disability	[]	mondo:0000903	myoclonus-dystonia		[]		deep brain stimulation		1
8790089			combined pars plana vitrectomy-lensectomy	[('MAXO:0001085', 'vitrectomy')]	treats	hp:0001083	ectopia lentis		[]	mondo:0007947	marfan's syndrome		[]				1
8790089			open-loop anterior chamber lens implantation	[('MAXO:0000451', 'implantation')]	treats			ectopia lentis	[('HP:0001083', 'Ectopia lentis')]			marfan syndrome	[('MONDO:0002254', 'Marfan syndrome'), ('MONDO:0007925', 'Marfan syndrome')]		anterior chamber lens		1
8790089			yag laser iridotomy	[]	treats			pseudophakic pupillary block	[]			marfan syndrome	[('MONDO:0002254', 'Marfan syndrome'), ('MONDO:0007925', 'Marfan syndrome')]		yag laser		1
15184617			measurement of beta-oxidation enzymes	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]			peroxisome biogenesis disorder	[('MONDO:0000001', 'peroxisome biogenesis disorder'), ('MONDO:0012621', 'peroxisome biogenesis disorder')]		beta-oxidation enzymes		1
15184617			peroxisomal biochemical analysis in body fluids and cultured skin fibroblasts	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0019234	peroxisome biogenesis disorder		[]				1
