Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
18691744			generation of induced pluripotent stem (ips) cells	[]	treats			duchenne (dmd) and becker muscular dystrophy (bmd)	[('HP:0003560', 'Muscular dystrophy')]				[]		chebi:17660		1
18691744			generation of induced pluripotent stem (ips) cells	[]	treats			parkinson disease (pd)	[]				[]		chebi:17660		1
18691744			generation of induced pluripotent stem (ips) cells	[]	treats			huntington disease (hd)	[]				[]		chebi:17660		1
18691744			generation of	[]	treats			juvenile-onset, type 1 diabetes mellitus (jdm)	[('HP:0000819', 'Diabetes mellitus'), ('HP:0003674', 'Type 1 diabetes')]				[]		chebi:17660		1
18691744			generation of induced pluripotent stem (ips) cells	[]	treats			down syndrome (ds)/trisomy 21	[]				[]		chebi:17660		1
18691744			generation of induced pluripotent stem (ips) cells	[]	treats			lesch-nyhan syndrome	[]	mondo:0010298	lesch-nyhan syndrome		[]		chebi:17660		1
10774451			umbilical cord blood hsc transduction	[]	treats			adenosine deaminase deficiency	[]				[]	with murine retroviral-based vectors			1
10774451			neonatal bone marrow hsc transduction	[]	treats			adenosine deaminase deficiency	[]				[]	with murine retroviral-based vectors	murine retroviral-based vectors		1
10774451			hsc engraftment	[]	treats			adenosine deaminase deficiency	[]				[]				1
30014500			treatment	[]	treats	hp:0004430	severe combined immunodeficiency		[]			adenosine deaminase deficiency with hcv	[('MONDO:0004975', 'adenosine deaminase deficiency'), ('MONDO:0007088', 'AD')]		chebi:85082		1
30014500	maxo:0001001	gene therapy		[]	treats	hp:0004430	severe combined immunodeficiency		[]			adenosine deaminase deficiency with hcv	[('MONDO:0004975', 'adenosine deaminase deficiency'), ('MONDO:0007088', 'AD')]		strimvelis		1
18221464			bone marrow/stem cell transplantation	[('MAXO:0000068', 'transplantation')]	treats	hp:0001508	failure to thrive		[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
18221464			bone marrow/stem cell transplantation	[('MAXO:0000068', 'transplantation')]	treats	hp:0002719	recurrent infections		[]	mondo:0015974	severe combined immunodeficiency (scid)		[]		bone marrow/stem cell transplantation		1
27129325			transplant	[]	treats	hp:0004430	severe combined immunodeficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		hematopoietic stem cell		1
27129325			enzyme replacement therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	partially	enzyme replacement therapy		1
27129325	maxo:0001001	gene therapy		[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	with gsk2696273	gsk2696273	severe	1
27129325			normalization of t-cell subsets	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
27129325			immunoglobulin production	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		immunoglobulin production		1
27129325			decreased intravenous immunoglobulin use	[]	treats			immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			adenosine deaminase deficiency	[('MONDO:0004975', 'adenosine deaminase deficiency'), ('MONDO:0007088', 'AD')]	decreased	intravenous immunoglobulin		1
27129325			antibody response after vaccination	[('MAXO:0001017', 'vaccination')]	prevents			infections	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		vaccination		1
28895850			transfer of gene-corrected autologous hematopoietic stem cells	[]	treats			primary immunodeficiencies	[]				[]				1
28895850			use of safer viral vectors	[]	prevents			occurrence of malignancies	[]			primary immunodeficiencies	[('MONDO:0020122', 'IMM')]		safer viral vectors		1
27750026			gene therapy with hematopoietic stem cells	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			inherited diseases	[]			gene therapy with hematopoietic stem cells related diseases	[('MONDO:0008974', 'diseases'), ('MONDO:0000001', 'hem')]		gene transfer	hematopoietic stem cells	1
10908569			low-dose enzyme therapy	[('MAXO:0001298', 'therapy')]	treats			severe pulmonary insufficiency	[('HP:0010444', 'Pulmonary insufficiency'), ('HP:0012828', 'Severe')]	mondo:0007064	adenosine deaminase deficiency		[]	low-dose	enzyme therapy		1
10908569			high-dose enzyme therapy	[('MAXO:0001298', 'therapy')]	treats	hp:0005387	combined immunodeficiency		[]	mondo:0007064	adenosine deaminase deficiency		[]	high-dose	enzyme therapy		1
10908569			high-dose enzyme therapy	[('MAXO:0001298', 'therapy')]	treats			metabolic disturbances in the thymus and spleen	[]	mondo:0007064	adenosine deaminase deficiency		[]	high-dose	enzyme therapy		1
10908569			low-dose enzyme therapy	[('MAXO:0001298', 'therapy')]	treats			metabolic disturbances in the circulation and lung	[]	mondo:0007064	adenosine deaminase deficiency		[]	low-dose	enzyme therapy		1
14612670			gene therapy using peripheral blood lymphocytes	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			lack of t cell functions	[('HP:0005354', 'Lack of T cell function')]			severe combined immunodeficiency due to adenosine deaminase deficiency	[('MONDO:0021094', 'severe combined immunodeficiency due to adenosine deaminase deficiency'), ('MONDO:0015974', 'immunodeficiency')]		gene therapy		1
14612670	maxo:0001001	gene therapy		[]	treats			lack of antibody responses to neoantigen	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	using hematopoietic progenitors	hematopoietic progenitors		1
14612670			discontinuation of peg-ada	[]	treats			metabolic defect	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		peg-ada		1
14612670			low-dose busulfan	[]	prevents			metabolic defect	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	low-dose	chebi:28901		1
14612670			nonmyeloablative conditioning	[]	prevents			metabolic defect	[]			severe combined immunodeficiency due to adenosine deaminase deficiency	[('MONDO:0021094', 'severe combined immunodeficiency due to adenosine deaminase deficiency'), ('MONDO:0015974', 'immunodeficiency')]		nonmyeloablative conditioning	metabolic defect	1
24823313			gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			t cell immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			inherited immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0020122', 'inherited')]		gene therapy		1
24823313			ex vivo gene transfer into autologous hematopoietic stem cells (hscs)	[]	treats			t cell immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			inherited immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0020122', 'inherited')]		viral vectors		1
24823313			development	[]	prevents			genotoxicity	[]			inherited immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0020122', 'inherited')]		safer self-inactivating vectors		1
24823313			lentiviral transduction	[]	treats			t cell immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			inherited immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0020122', 'inherited')]				1
24823313			allogeneic hsc transplantation	[('MAXO:0000068', 'transplantation')]	treats			t cell immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			inherited immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0020122', 'inherited')]		allogeneic hsc transplantation		1
10329842			stimulation	[]	treats			ige synthesis	[]				[]		anti-cd3 monoclonal antibody	increased expression of il-4 and cd40 ligand mrna	1
10329842			autologous t cell-directed gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			ige synthesis	[]				[]		autologous t cell-directed gene therapy	increased expression of il-4 and cd40 ligand mrna	1
10329842			stimulation	[]	treats			production of ige and igg	[]			ige synthesis	[]	with recombinant il-4	anti-cd3 monoclonal antibody	ige and igg	1
15640693	maxo:0010030	bone marrow transplantation		[]	treats	hp:0004430	severe combined immunodeficiency		[]	mondo:0003778	primary immunodeficiencies		[]				1
15640693			enzyme replacement	[]	treats			adenosine deaminase deficiency	[]	mondo:0003778	primary immunodeficiencies		[]		enzyme replacement		1
15640693	maxo:0001001	gene therapy		[]	treats	hp:0004430	severe combined immunodeficiency		[]	mondo:0003778	primary immunodeficiencies		[]	with il2rg complementary dna	il2rg complementary dna		1
15640693	maxo:0001001	gene therapy		[]	treats			adenosine deaminase deficiency	[]	mondo:0003778	primary immunodeficiencies		[]	with adenosine deaminase gene complementary dna	adenosine deaminase gene complementary dna		1
15640693			autologous hematopoietic stem cells transduction	[]	treats	hp:0004430	severe combined immunodeficiency		[]	mondo:0003778	primary immunodeficiencies		[]				1
15640693			transduction	[]	treats			adenosine deaminase deficiency	[]	mondo:0003778	primary immunodeficiencies		[]		autologous hematopoietic stem cells		1
15640693			anti-leukemic treatment	[]	treats			leukemia	[('HP:0001909', 'Leukemia')]			primary immunodeficiencies	[('MONDO:0020122', 'IMM')]		anti-leukemic		1
15640693			submyeloablative chemotherapy	[('MAXO:0000647', 'chemotherapy')]	treats			adenosine deaminase deficiency	[]			primary immunodeficiencies	[('MONDO:0020122', 'IMM')]		submyeloablative chemotherapy		1
33974366			autologous cd34+ hematopoietic stem and progenitor cells (hspcs) transduced ex vivo	[]	treats			life-threatening primary immunodeficiency	[('HP:0002721', 'Immunodeficiency')]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		a self-inactivating lentiviral vector encoding human ada		1
33974366			enzyme-replacement therapy	[('MAXO:0001298', 'therapy')]	prevents			absent or impaired metabolic detoxification	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme-replacement therapy		1
33974366			rescue allogeneic hematopoietic stem-cell transplantation	[('MAXO:0000068', 'transplantation')]	prevents			compromised immune reconstitution	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	rescue	allogeneic hematopoietic stem-cell transplantation		1
33974366			immunoglobulin-replacement therapy	[('MAXO:0001298', 'therapy')]	treats			compromised immune reconstitution	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		immunoglobulin		1
9195213	maxo:0001001	gene therapy		[]	treats			toxic buildup of circulating substrate	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		gene therapy		1
9195213			transduction	[]	treats			toxic buildup of circulating substrate	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		retroviral vector encoding the human ada gene		1
9132827			clonogenic assay	[]	treats			cellular radiosensitivity	[('HP:0001370', 'RA'), ('HP:0033567', 'RAD')]	mondo:0015974	severe combined immunodeficiency (scid) from adenosine deaminase (ada) deficiency; insulin dependent diabetes mellitus (iddm)		[]	high dose	high dose-rate irradiation		1
9132827			clonogenic assay	[]	prevents			lack of low dose-rate (ldr) sparing	[('HP:0001370', 'RA')]	mondo:0015974	severe combined immunodeficiency (scid) from adenosine deaminase (ada) deficiency; insulin dependent diabetes mellitus (iddm)		[]	following	low dose-rate irradiation	low dose-rate (ldr) sparing	1
29744787			enzyme replacement therapy	[('MAXO:0001298', 'therapy')]	treats			higher levels	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme replacement therapy	ada metabolite	1
29744787			enzyme replacement therapy (ert)	[('MAXO:0001298', 'therapy')]	treats			t-b-nk- phenotype	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	with	pegylated ada		1
29744787			enzyme replacement therapy (ert)	[('MAXO:0001298', 'therapy')]	treats			t-b-nk+ phenotype	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme replacement therapy		1
29744787			enzyme replacement therapy (ert)	[('MAXO:0001298', 'therapy')]	improves			gastrointestinal polyposis	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme replacement therapy		1
29744787			intermittent neurodevelopmental evaluation	[]	treats	hp:0000365	hearing impairment		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
29744787			intermittent neurodevelopmental evaluation	[]	mitigates	hp:0000750	speech delay		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
29744787			intermittent neurodevelopmental evaluation	[]	mitigates	hp:0100543	cognitive abnormalities		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26682746			impulse oscillometry	[]	identifies			peripheral airway dysfunction	[('HP:0030646', 'Peripheral')]			adenosine deaminase-deficient severe combined immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]				1
26682746			repetitive radiography	[('MAXO:0000595', 'radiography')]	monitors			pulmonary dysfunction	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	repetitive	radiography		1
9292691			anti-vp1 immunohistochemistry	[]	confirms diagnosis in			diagnosis	[]	mondo:0016318	progressive multifocal leukoencephalopathy (pml)		[]		anti-vp1 immunohistochemistry		1
9292691			non-radioactive jc virus dna in situ hybridization (ish)	[]	detects			jc virus	[]	mondo:0016318	progressive multifocal leukoencephalopathy (pml)		[]		non-radioactive jc virus dna in situ hybridization (ish)		1
9857368			in vivo gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			neurological disorders	[]			central nervous system disorders	[('MONDO:0000001', 'central nervous system disorder'), ('MONDO:0000001', 'central nervous system disorder')]		gene therapy	neurological disorders	1
28194615	maxo:0000747	hematopoietic stem cell transplantation		[]	treats			ada scid	[]			na	[]	from a human leukocyte antigen-matched sibling or family member	na	na	1
28194615			allogeneic hsct from a matched unrelated donor	[('MAXO:0000747', 'HSCT')]	treats			ada scid	[]				[]	allogeneic	hsct		1
28194615			allogeneic hsct	[('MAXO:0000747', 'HSCT')]	treats			ada scid	[]				[]	from a haplo-identical donor			1
28194615			autologous hsct with gene correction of the hematopoietic stem cells	[('MAXO:0000747', 'HSCT')]	treats			ada scid	[]				[]		gene therapy-gt		1
28194615			enzyme replacement therapy (ert)	[('MAXO:0001298', 'therapy')]	treats			ada scid	[]				[]		polyethylene glycol-conjugated adenosine deaminase		1
19099832			direct immunofluorescence assay	[]	prevents			disseminated varicella infection	[]			adenosine deaminase deficiency associated severe combined immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]				1
19099832	maxo:0000068	transplantation		[]	treats			adenosine deaminase deficiency associated severe combined immunodeficiency	[('HP:0002721', 'Immunodeficiency'), ('HP:0004430', 'Severe combined immunodeficiency')]			adenosine deaminase deficiency associated severe combined immunodeficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]		hematopoietic stem cell		1
19099832			enzyme replacement therapy	[('MAXO:0001298', 'therapy')]	treats			adenosine deaminase deficiency associated severe combined immunodeficiency	[('HP:0002721', 'Immunodeficiency'), ('HP:0004430', 'Severe combined immunodeficiency')]				[]		enzyme replacement therapy		1
19099832	maxo:0001001	gene therapy		[]	treats			adenosine deaminase deficiency associated severe combined immunodeficiency	[('HP:0002721', 'Immunodeficiency'), ('HP:0004430', 'Severe combined immunodeficiency')]				[]				1
9364370			treatment	[]	treats	hp:0004430	scid		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		peg-ada		1
9364370			gene transplant	[]	treats	hp:0004430	scid		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
19179314			gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			severe combined immunodeficiency	[('HP:0002721', 'Severe combined immunodeficiency'), ('HP:0004430', 'Combined immunodeficiency')]			immunodeficiency due to adenosine deaminase deficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0004975', 'adenosine deaminase deficiency')]		autologous cd34+ bone marrow cells transduced with a retroviral vector containing the ada gene		1
19179314			nonmyeloablative conditioning	[]	treats			lack of adenosine deaminase	[]			immunodeficiency due to adenosine deaminase deficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0004975', 'adenosine deaminase deficiency')]	with busulfan	chebi:28901		1
19179314			infusion of the cells	[('MAXO:0000757', 'infusion')]	treats			fatal disorder of purine metabolism and immunodeficiency	[('HP:0002721', 'Immunodeficiency')]			immunodeficiency due to adenosine deaminase deficiency	[('MONDO:0021094', 'immunodeficiency'), ('MONDO:0004975', 'adenosine deaminase deficiency')]		cells		1
19895994			hematopoietic stem cell transplantation	[('MAXO:0000068', 'hematopoietic stem cell transplantation'), ('MAXO:0000747', 'transplantation')]	treats			immune deficiency	[('HP:0002721', 'Immune deficiency')]	mondo:0015974	severe combined immunodeficiency (scid)		[]		hematopoietic stem cell		1
19895994			pretransplantation conditioning	[]	treats			engraftment failure	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
19895994			intravenous immunoglobulin	[]	treats	hp:0002721	immune deficiency		[]	mondo:0015974	severe combined immunodeficiency (scid)		[]	intravenously administered	immunoglobulin		1
24794685	maxo:0001479	allogeneic hematopoietic stem cell transplantation		[]	treats			absent or greatly reduced numbers of functional t cells	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
24794685			preparative conditioning	[]	prevents			complications	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
24794685			additional transplantation procedures	[('MAXO:0000068', 'transplantation'), ('MAXO:0000068', 'transplantation procedure')]	treats			complications	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]	additional	transplantation procedures		1
10587981	maxo:0001001	gene therapy		[]	treats			genetic diseases	[]	mondo:0003847	genetic diseases		[]				1
10587981			targeting	[]	treats			adenosine deaminase deficiency	[]	mondo:0003847	genetic diseases		[]		hematopoietic stem cell		1
10587981			hematopoietic stem cell targeting	[]	treats			chronic granulomatous disease	[('HP:0011010', 'Chronic'), ('HP:0011010', 'Chronic')]			genetic diseases	[('MONDO:0000001', 'genetic disease'), ('MONDO:0000001', 'disease')]		hematopoietic stem cell		1
10587981			retrovirus-mediated gene transfer	[]	treats			adenosine deaminase deficiency	[]	mondo:0003847	genetic diseases		[]		retrovirus-mediated gene transfer		1
10587981			retrovirus-mediated gene transfer	[]	treats			chronic granulomatous disease	[('HP:0011010', 'Chronic'), ('HP:0011010', 'Chronic')]	mondo:0003847	genetic diseases		[]				1
10587981			introduction of drug-resistance genes	[]	prevents			side-effects	[]	mondo:0004992	cancer		[]		drug-resistance genes	toxic side-effects	1
22350222			enzyme replacement	[]	treats			metabolic abnormalities	[]			non-infectious lung disease in ada-scid	[('MONDO:0005275', 'lung disease'), ('MONDO:0000001', 'disease')]		enzyme replacement		1
22350222			haematopoietic stem cell transplant	[]	treats			metabolic abnormalities	[]			non-infectious lung disease in ada-scid	[('MONDO:0005275', 'lung disease'), ('MONDO:0000001', 'disease')]		haematopoietic stem cell transplant	metabolic abnormalities	1
22350222			treating infectious complications	[]	prevents			worsening of non-infectious lung disease	[('HP:0002088', 'Lung disease')]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800			biochemical diagnosis	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800			immunological diagnosis	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800			molecular diagnosis	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800	maxo:0000747	hematopoietic stem cell transplantation		[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		hematopoietic stem cells		1
26376800			enzyme replacement	[]	treats	hp:0002721	immune deficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme replacement		1
26376800			biochemical diagnosis	[]	treats			metabolic deficiency	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800			immunological diagnosis	[]	treats			metabolic deficiency	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800			molecular diagnosis	[]	treats			metabolic deficiency	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
26376800	maxo:0000068	transplantation		[]	treats			metabolic deficiency	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		hematopoietic stem cell		1
26376800			enzyme replacement	[]	treats			metabolic deficiency	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]		enzyme replacement		1
20039061			late-onset adenosine deaminase deficiency presenting	[]	in			disease of the oral mucosa	[]	mondo:0009237	heck's disease		[]	late-onset	adenosine deaminase	benign, asymptomatic	1
20460637			bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			low donor stem cell chimerism	[]			severe combined immunodeficiency	[('MONDO:0021094', 'severe combined immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]		bone marrow transplantation		1
20460637			reduced intensity conditioning regimen	[('MAXO:0000750', 'conditioning regimen')]	prevents			low donor stem cell chimerism	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]		busulfan/fludarabine		1
20460637	maxo:0010030	bone marrow transplantation		[]	treats			reduced long-term immune reconstitution	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
29620681			immune-modulation	[]	treats			thrombocytopenia	[('HP:0001873', 'Thrombocytopenia')]			immune thrombocytopenia	[('MONDO:0002049', 'immune thrombocytopenia'), ('MONDO:0002048', 'immune thrombocytopenia')]	intravenous	immunoglobulin g		1
29620681			systemic corticosteroids	[]	treats	hp:0001873	thrombocytopenia		[]	mondo:0002048	immune thrombocytopenia		[]		systemic corticosteroids		1
19337228	maxo:0001001	gene therapy		[]	treats	hp:0004430	severe combined immunodeficiency		[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
34184208			lentiviral-transduced autologous cd34+ cells	[]	treats			accumulation of toxic metabolites within lymphocytes	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]	carrying the ada gene	lentiviral-transduced autologous cd34+ cells carrying the ada gene		1
34184208			molecular monitoring in following b cell reconstitution	[]	treats			low b cell numbers	[]	mondo:0007064	adenosine deaminase (ada) deficiency		[]				1
15032591			bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			near absence of circulating mature cd3+ t cells	[]			severe combined immunodeficiency	[('MONDO:0021094', 'severe combined immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]		bone marrow transplantation		1
15032591			bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			complete lack of gamma/delta t cells	[]			severe combined immunodeficiency	[('MONDO:0021094', 'severe combined immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]				1
15032591			bone marrow transplantation	[('MAXO:0000068', 'bone marrow transplantation'), ('MAXO:0010030', 'transplantation')]	treats			toxic accumulations of metabolites causing t cell apoptosis	[]			severe combined immunodeficiency	[('MONDO:0021094', 'severe combined immunodeficiency'), ('MONDO:0015974', 'severe combined immunodeficiency')]				1
15032591	maxo:0001001	gene therapy		[]	treats			near absence of circulating mature cd3+ t cells	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]		gene therapy		1
15032591	maxo:0001001	gene therapy		[]	treats			complete lack of gamma/delta t cells	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]				1
15032591	maxo:0001001	gene therapy		[]	treats			toxic accumulations of metabolites causing t cell apoptosis	[]	mondo:0015974	severe combined immunodeficiency (scid)		[]		gene therapy		1
16522790			stem cell gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			adenosine deaminase deficiency	[]				[]				1
16037821			transfer of drug resistance genes into hematopoietic stem cells	[]	prevents			chemotherapy-induced myelosuppression	[]			hematopoietic stem cell disorders	[('MONDO:0017319', 'disorder'), ('MONDO:0008974', 'disorders')]		drug resistance genes		1
16037821			myeloprotection	[]	prevents			chemotherapy-induced myelosuppression	[]			breast cancer, lymphomas, brain tumors, testicular cancer	[('MONDO:0005070', 'testicular cancer'), ('MONDO:0004992', 'testicular cancer')]				1
16037821			selection of hscs for correction of an inherited disorder	[]	treats			x-linked severe combined immune deficiency, adenosine deaminase deficiency, thalassemia	[('HP:0001417', 'Immune deficiency'), ('HP:0002721', 'X-linked')]			hematopoietic stem cell disorders	[('MONDO:0017319', 'disorder'), ('MONDO:0008974', 'disorders')]				1
23812072	maxo:0000747	hematopoietic stem cell transplantation		[]	treats			immune reconstitution	[]	mondo:0000922	primary immunodeficiency (pid)		[]				1
23812072	maxo:0001001	gene therapy		[]	treats			immune reconstitution	[]	mondo:0000922	primary immunodeficiency (pid)		[]		gene therapy		1
23812072			gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			infections	[]	mondo:0000922	primary immunodeficiency (pid)		[]		gene therapy		1
23812072			preconditioning chemotherapy	[('MAXO:0000647', 'chemotherapy')]	prevents			disappearance of gene-modified cells	[]	mondo:0000922	primary immunodeficiency (pid)		[]	preconditioning	chemotherapy		1
23812072			usage of self-inactivating vectors	[]	prevents			lymphoproliferative syndrome	[]	mondo:0000922	primary immunodeficiency (pid)		[]		self-inactivating vectors		1
27289360			ex vivo gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats	hp:0001871	hematological disorders		[]				[]		gene therapy		1
9806008	maxo:0001001	gene therapy		[]	treats			cystic fibrosis	[]	mondo:0009061	cystic fibrosis		[]				1
9806008	maxo:0001001	gene therapy		[]	treats			hiv infection	[]	mondo:0005109	hiv infection		[]				1
17928873			retroviral-mediated gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			severe combined immunodeficiency-x1 disease	[('HP:0002721', 'Severe combined immunodeficiency'), ('HP:0004430', 'Immunodeficiency')]				[]		retroviral-mediated gene therapy		1
